Date Time, Water Level, Sigma, O, F, R, L, Quality 
2017-01-08 14:42,1.922,0.035,0,0,0,0,v
2017-01-08 14:48,1.946,0.037,0,0,0,0,v
2017-01-08 14:54,1.944,0.032,0,0,0,0,v
2017-01-08 15:00,1.955,0.033,0,0,0,0,v
2017-01-08 15:06,1.933,0.043,0,0,0,0,v
2017-01-08 15:12,1.958,0.033,0,0,0,0,v
2017-01-08 15:18,1.939,0.041,0,0,0,0,v
2017-01-08 15:24,1.885,0.034,0,0,0,0,v
2017-01-08 15:30,1.871,0.034,0,0,0,0,v
2017-01-08 15:36,1.892,0.028,0,0,0,0,v
2017-01-08 15:42,1.898,0.036,0,0,0,0,v
2017-01-08 15:48,1.863,0.031,0,0,0,0,v
2017-01-08 15:54,1.802,0.039,0,0,0,0,v
2017-01-08 16:00,1.768,0.033,0,0,0,0,v
2017-01-08 16:06,1.723,0.038,0,0,0,0,v
2017-01-08 16:12,1.727,0.028,0,0,0,0,v
2017-01-08 16:18,1.730,0.030,0,0,0,0,v
2017-01-08 16:24,1.744,0.026,0,0,0,0,v
2017-01-08 16:30,1.670,0.036,0,0,0,0,v
2017-01-08 16:36,1.569,0.031,0,0,0,0,v
2017-01-08 16:42,1.589,0.036,0,0,0,0,v
2017-01-08 16:48,1.590,0.033,0,0,0,0,v
2017-01-08 16:54,1.543,0.029,0,0,0,0,v
2017-01-08 17:00,1.484,0.029,0,0,0,0,v
2017-01-08 17:06,1.459,0.027,0,0,0,0,v
2017-01-08 17:12,1.398,0.028,0,0,0,0,v
2017-01-08 17:18,1.372,0.032,0,0,0,0,v
2017-01-08 17:24,1.347,0.032,0,0,0,0,v
2017-01-08 17:30,1.344,0.033,0,0,0,0,v
2017-01-08 17:36,1.255,0.032,0,0,0,0,v
2017-01-08 17:42,1.210,0.022,0,0,0,0,v
2017-01-08 17:48,1.164,0.024,0,0,0,0,v
2017-01-08 17:54,1.152,0.029,0,0,0,0,v
2017-01-08 18:00,1.121,0.029,0,0,0,0,v
2017-01-08 18:06,1.075,0.025,0,0,0,0,v
2017-01-08 18:12,1.015,0.025,0,0,0,0,v
2017-01-08 18:18,0.960,0.026,0,0,0,0,v
2017-01-08 18:24,0.934,0.025,0,0,0,0,v
2017-01-08 18:30,0.892,0.029,0,0,0,0,v
2017-01-08 18:36,0.893,0.027,0,0,0,0,v
2017-01-08 18:42,0.849,0.026,0,0,0,0,v
2017-01-08 18:48,0.759,0.021,0,0,0,0,v
2017-01-08 18:54,0.731,0.023,0,0,0,0,v
2017-01-08 19:00,0.683,0.026,0,0,0,0,v
2017-01-08 19:06,0.673,0.021,0,0,0,0,v
2017-01-08 19:12,0.640,0.017,0,0,0,0,v
2017-01-08 19:18,0.630,0.021,0,0,0,0,v
2017-01-08 19:24,0.545,0.029,0,0,0,0,v
2017-01-08 19:30,0.519,0.021,0,0,0,0,v
2017-01-08 19:36,0.481,0.023,0,0,0,0,v
2017-01-08 19:42,0.490,0.019,0,0,0,0,v
2017-01-08 19:48,0.453,0.019,0,0,0,0,v
2017-01-08 19:54,0.447,0.019,0,0,0,0,v
2017-01-08 20:00,0.373,0.020,0,0,0,0,v
2017-01-08 20:06,0.315,0.018,0,0,0,0,v
2017-01-08 20:12,0.282,0.016,0,0,0,0,v
2017-01-08 20:18,0.330,0.014,0,0,0,0,v
2017-01-08 20:24,0.326,0.016,0,0,0,0,v
2017-01-08 20:30,0.276,0.020,0,0,0,0,v
2017-01-08 20:36,0.222,0.017,0,0,0,0,v
2017-01-08 20:42,0.193,0.015,0,0,0,0,v
2017-01-08 20:48,0.208,0.015,0,0,0,0,v
2017-01-08 20:54,0.179,0.017,0,0,0,0,v
2017-01-08 21:00,0.183,0.017,0,0,0,0,v
2017-01-08 21:06,0.206,0.015,0,0,0,0,v
2017-01-08 21:12,0.168,0.015,0,0,0,0,v
2017-01-08 21:18,0.111,0.017,0,0,0,0,v
2017-01-08 21:24,0.129,0.014,0,0,0,0,v
2017-01-08 21:30,0.176,0.014,0,0,0,0,v
2017-01-08 21:36,0.162,0.015,0,0,0,0,v
2017-01-08 21:42,0.144,0.015,0,0,0,0,v
2017-01-08 21:48,0.152,0.016,0,0,0,0,v
2017-01-08 21:54,0.108,0.017,0,0,0,0,v
2017-01-08 22:00,0.145,0.018,0,0,0,0,v
2017-01-08 22:06,0.152,0.019,0,0,0,0,v
2017-01-08 22:12,0.168,0.015,0,0,0,0,v
2017-01-08 22:18,0.189,0.015,0,0,0,0,v
2017-01-08 22:24,0.180,0.016,0,0,0,0,v
2017-01-08 22:30,0.173,0.015,0,0,0,0,v
2017-01-08 22:36,0.164,0.016,0,0,0,0,v
2017-01-08 22:42,0.196,0.016,0,0,0,0,v
2017-01-08 22:48,0.241,0.017,0,0,0,0,v
2017-01-08 22:54,0.271,0.017,0,0,0,0,v
2017-01-08 23:00,0.300,0.015,0,0,0,0,v
2017-01-08 23:06,0.292,0.016,0,0,0,0,v
2017-01-08 23:12,0.273,0.025,0,0,0,0,v
2017-01-08 23:18,0.333,0.014,0,0,0,0,v
2017-01-08 23:24,0.409,0.018,0,0,0,0,v
2017-01-08 23:30,0.408,0.017,0,0,0,0,v
2017-01-08 23:36,0.397,0.019,0,0,0,0,v
2017-01-08 23:42,0.370,0.019,0,0,0,0,v
2017-01-08 23:48,0.439,0.019,0,0,0,0,v
2017-01-08 23:54,0.538,0.021,0,0,0,0,v
2017-01-09 00:00,0.523,0.020,0,0,0,0,v
2017-01-09 00:06,0.560,0.017,0,0,0,0,v
2017-01-09 00:12,0.560,0.017,0,0,0,0,v
2017-01-09 00:18,0.611,0.022,0,0,0,0,v
2017-01-09 00:24,0.609,0.025,0,0,0,0,v
2017-01-09 00:30,0.682,0.020,0,0,0,0,v
2017-01-09 00:36,0.714,0.024,0,0,0,0,v
2017-01-09 00:42,0.689,0.023,0,0,0,0,v
2017-01-09 00:48,0.774,0.024,0,0,0,0,v
2017-01-09 00:54,0.754,0.021,0,0,0,0,v
2017-01-09 01:00,0.773,0.022,0,0,0,0,v
2017-01-09 01:06,0.832,0.022,0,0,0,0,v
2017-01-09 01:12,0.911,0.028,0,0,0,0,v
2017-01-09 01:18,0.893,0.025,0,0,0,0,v
2017-01-09 01:24,0.869,0.027,0,0,0,0,v
2017-01-09 01:30,0.935,0.025,0,0,0,0,v
2017-01-09 01:36,0.925,0.025,0,0,0,0,v
2017-01-09 01:42,1.000,0.027,0,0,0,0,v
2017-01-09 01:48,1.035,0.027,0,0,0,0,v
2017-01-09 01:54,1.001,0.030,0,0,0,0,v
2017-01-09 02:00,1.028,0.026,0,0,0,0,v
2017-01-09 02:06,1.076,0.027,0,0,0,0,v
2017-01-09 02:12,1.096,0.033,0,0,0,0,v
2017-01-09 02:18,1.132,0.030,0,0,0,0,v
2017-01-09 02:24,1.112,0.031,0,0,0,0,v
2017-01-09 02:30,1.133,0.034,0,0,0,0,v
2017-01-09 02:36,1.150,0.036,0,0,0,0,v
2017-01-09 02:42,1.198,0.036,0,0,0,0,v
2017-01-09 02:48,1.157,0.033,0,0,0,0,v
2017-01-09 02:54,1.210,0.029,0,0,0,0,v
2017-01-09 03:00,1.249,0.035,0,0,0,0,v
2017-01-09 03:06,1.234,0.029,0,0,0,0,v
2017-01-09 03:12,1.261,0.030,0,0,0,0,v
2017-01-09 03:18,1.255,0.033,0,0,0,0,v
2017-01-09 03:24,1.247,0.031,0,0,0,0,v
2017-01-09 03:30,1.261,0.030,0,0,0,0,v
2017-01-09 03:36,1.283,0.029,0,0,0,0,v
2017-01-09 03:42,1.283,0.037,0,0,0,0,v
2017-01-09 03:48,1.269,0.030,0,0,0,0,v
2017-01-09 03:54,1.294,0.031,0,0,0,0,v
2017-01-09 04:00,1.292,0.027,0,0,0,0,v
2017-01-09 04:06,1.267,0.031,0,0,0,0,v
2017-01-09 04:12,1.269,0.030,0,0,0,0,v
2017-01-09 04:18,1.279,0.031,0,0,0,0,v
2017-01-09 04:24,1.263,0.034,0,0,0,0,v
2017-01-09 04:30,1.295,0.031,0,0,0,0,v
2017-01-09 04:36,1.287,0.032,0,0,0,0,v
2017-01-09 04:42,1.224,0.027,0,0,0,0,v
2017-01-09 04:48,1.270,0.037,0,0,0,0,v
2017-01-09 04:54,1.223,0.036,0,0,0,0,v
2017-01-09 05:00,1.223,0.031,0,0,0,0,v
2017-01-09 05:06,1.211,0.032,0,0,0,0,v
2017-01-09 05:12,1.222,0.027,0,0,0,0,v
2017-01-09 05:18,1.191,0.031,0,0,0,0,v
2017-01-09 05:24,1.177,0.028,0,0,0,0,v
2017-01-09 05:30,1.157,0.029,0,0,0,0,v
2017-01-09 05:36,1.164,0.032,0,0,0,0,v
2017-01-09 05:42,1.171,0.033,0,0,0,0,v
2017-01-09 05:48,1.146,0.027,0,0,0,0,v
2017-01-09 05:54,1.110,0.030,0,0,0,0,v
2017-01-09 06:00,1.050,0.033,0,0,0,0,v
2017-01-09 06:06,1.051,0.031,0,0,0,0,v
2017-01-09 06:12,1.064,0.030,0,0,0,0,v
2017-01-09 06:18,1.085,0.035,0,0,0,0,v
2017-01-09 06:24,1.042,0.028,0,0,0,0,v
2017-01-09 06:30,1.017,0.038,0,0,0,0,v
2017-01-09 06:36,1.003,0.036,0,0,0,0,v
2017-01-09 06:42,0.983,0.029,0,0,0,0,v
2017-01-09 06:48,0.985,0.033,0,0,0,0,v
2017-01-09 06:54,0.954,0.030,0,0,0,0,v
2017-01-09 07:00,0.920,0.027,0,0,0,0,v
2017-01-09 07:06,0.910,0.030,0,0,0,0,v
2017-01-09 07:12,0.878,0.027,0,0,0,0,v
2017-01-09 07:18,0.899,0.030,0,0,0,0,v
2017-01-09 07:24,0.874,0.033,0,0,0,0,v
2017-01-09 07:30,0.863,0.035,0,0,0,0,v
2017-01-09 07:36,0.872,0.034,0,0,0,0,v
2017-01-09 07:42,0.865,0.035,0,0,0,0,v
2017-01-09 07:48,0.814,0.033,0,0,0,0,v
2017-01-09 07:54,0.792,0.031,0,0,0,0,v
2017-01-09 08:00,0.793,0.031,0,0,0,0,v
2017-01-09 08:06,0.803,0.030,0,0,0,0,v
2017-01-09 08:12,0.801,0.036,0,0,0,0,v
2017-01-09 08:18,0.782,0.034,0,0,0,0,v
2017-01-09 08:24,0.786,0.033,0,0,0,0,v
2017-01-09 08:30,0.776,0.037,0,0,0,0,v
2017-01-09 08:36,0.788,0.033,0,0,0,0,v
2017-01-09 08:42,0.774,0.034,0,0,0,0,v
2017-01-09 08:48,0.787,0.045,0,0,0,0,v
2017-01-09 08:54,0.764,0.028,0,0,0,0,v
2017-01-09 09:00,0.786,0.030,0,0,0,0,v
2017-01-09 09:06,0.789,0.040,0,0,0,0,v
2017-01-09 09:12,0.783,0.031,0,0,0,0,v
2017-01-09 09:18,0.791,0.034,0,0,0,0,v
2017-01-09 09:24,0.803,0.033,0,0,0,0,v
2017-01-09 09:30,0.837,0.033,0,0,0,0,v
2017-01-09 09:36,0.804,0.036,0,0,0,0,v
2017-01-09 09:42,0.813,0.032,0,0,0,0,v
2017-01-09 09:48,0.831,0.035,0,0,0,0,v
2017-01-09 09:54,0.857,0.028,0,0,0,0,v
2017-01-09 10:00,0.874,0.030,0,0,0,0,v
2017-01-09 10:06,0.868,0.031,0,0,0,0,v
2017-01-09 10:12,0.902,0.032,0,0,0,0,v
2017-01-09 10:18,0.919,0.025,0,0,0,0,v
2017-01-09 10:24,0.951,0.034,0,0,0,0,v
2017-01-09 10:30,0.960,0.033,0,0,0,0,v
2017-01-09 10:36,0.953,0.036,0,0,0,0,v
2017-01-09 10:42,0.993,0.031,0,0,0,0,v
2017-01-09 10:48,1.022,0.034,0,0,0,0,v
2017-01-09 10:54,1.056,0.038,0,0,0,0,v
2017-01-09 11:00,1.064,0.033,0,0,0,0,v
2017-01-09 11:06,1.087,0.034,0,0,0,0,v
2017-01-09 11:12,1.142,0.035,0,0,0,0,v
2017-01-09 11:18,1.177,0.034,0,0,0,0,v
2017-01-09 11:24,1.185,0.040,0,0,0,0,v
2017-01-09 11:30,1.210,0.038,0,0,0,0,v
2017-01-09 11:36,1.241,0.040,0,0,0,0,v
2017-01-09 11:42,1.304,0.035,0,0,0,0,v
2017-01-09 11:48,1.324,0.038,0,0,0,0,v
2017-01-09 11:54,1.340,0.037,0,0,0,0,v
2017-01-09 12:00,1.373,0.046,0,0,0,0,v
2017-01-09 12:06,1.406,0.034,0,0,0,0,v
2017-01-09 12:12,1.449,0.042,0,0,0,0,v
2017-01-09 12:18,1.491,0.037,0,0,0,0,v
2017-01-09 12:24,1.499,0.040,0,0,0,0,v
2017-01-09 12:30,1.510,0.038,0,0,0,0,v
2017-01-09 12:36,1.548,0.035,0,0,0,0,v
2017-01-09 12:42,1.601,0.033,0,0,0,0,v
2017-01-09 12:48,1.643,0.041,0,0,0,0,v
2017-01-09 12:54,1.645,0.041,0,0,0,0,v
2017-01-09 13:00,1.682,0.043,0,0,0,0,v
2017-01-09 13:06,1.722,0.037,0,0,0,0,v
2017-01-09 13:12,1.737,0.036,0,0,0,0,v
2017-01-09 13:18,1.758,0.041,0,0,0,0,v
2017-01-09 13:24,1.790,0.041,0,0,0,0,v
2017-01-09 13:30,1.826,0.040,0,0,0,0,v
2017-01-09 13:36,1.847,0.039,0,0,0,0,v
2017-01-09 13:42,1.855,0.038,0,0,0,0,v
2017-01-09 13:48,1.894,0.034,0,0,0,0,v
2017-01-09 13:54,1.913,0.043,0,0,0,0,v
2017-01-09 14:00,1.918,0.041,0,0,0,0,v
2017-01-09 14:06,1.958,0.045,0,0,0,0,v
2017-01-09 14:12,1.960,0.034,0,0,0,0,v
2017-01-09 14:18,1.979,0.040,0,0,0,0,v
2017-01-09 14:24,1.970,0.051,0,0,0,0,v
2017-01-09 14:30,2.000,0.032,0,0,0,0,v
2017-01-09 14:36,1.994,0.043,0,0,0,0,v
2017-01-09 14:42,2.015,0.032,0,0,0,0,v
2017-01-09 14:48,2.031,0.037,0,0,0,0,v
2017-01-09 14:54,2.043,0.053,0,0,0,0,v
2017-01-09 15:00,2.005,0.051,0,0,0,0,v
2017-01-09 15:06,2.011,0.038,0,0,0,0,v
2017-01-09 15:12,2.017,0.048,0,0,0,0,v
2017-01-09 15:18,2.022,0.044,0,0,0,0,v
2017-01-09 15:24,2.041,0.046,0,0,0,0,v
2017-01-09 15:30,2.013,0.043,0,0,0,0,v
2017-01-09 15:36,2.000,0.049,0,0,0,0,v
2017-01-09 15:42,1.970,0.039,0,0,0,0,v
2017-01-09 15:48,1.988,0.035,0,0,0,0,v
2017-01-09 15:54,1.967,0.031,0,0,0,0,v
2017-01-09 16:00,1.962,0.037,0,0,0,0,v
2017-01-09 16:06,1.934,0.049,0,0,0,0,v
2017-01-09 16:12,1.935,0.037,0,0,0,0,v
2017-01-09 16:18,1.904,0.041,0,0,0,0,v
2017-01-09 16:24,1.880,0.038,0,0,0,0,v
2017-01-09 16:30,1.854,0.046,0,0,0,0,v
2017-01-09 16:36,1.842,0.042,0,0,0,0,v
2017-01-09 16:42,1.844,0.047,0,0,0,0,v
2017-01-09 16:48,1.760,0.044,0,0,0,0,v
2017-01-09 16:54,1.756,0.041,0,0,0,0,v
2017-01-09 17:00,1.711,0.041,0,0,0,0,v
2017-01-09 17:06,1.694,0.044,0,0,0,0,v
2017-01-09 17:12,1.682,0.047,0,0,0,0,v
2017-01-09 17:18,1.620,0.039,0,0,0,0,v
2017-01-09 17:24,1.587,0.038,0,0,0,0,v
2017-01-09 17:30,1.537,0.050,0,0,0,0,v
2017-01-09 17:36,1.496,0.036,0,0,0,0,v
2017-01-09 17:42,1.478,0.051,0,0,0,0,v
2017-01-09 17:48,1.403,0.037,0,0,0,0,v
2017-01-09 17:54,1.399,0.048,0,0,0,0,v
2017-01-09 18:00,1.339,0.040,0,0,0,0,v
2017-01-09 18:06,1.293,0.040,0,0,0,0,v
2017-01-09 18:12,1.244,0.043,0,0,0,0,v
2017-01-09 18:18,1.203,0.048,0,0,0,0,v
2017-01-09 18:24,1.173,0.039,0,0,0,0,v
2017-01-09 18:30,1.083,0.036,0,0,0,0,v
2017-01-09 18:36,1.044,0.045,0,0,0,0,v
2017-01-09 18:42,1.013,0.033,0,0,0,0,v
2017-01-09 18:48,0.971,0.038,0,0,0,0,v
2017-01-09 18:54,0.954,0.039,0,0,0,0,v
2017-01-09 19:00,0.888,0.042,0,0,0,0,v
2017-01-09 19:06,0.819,0.046,0,0,0,0,v
2017-01-09 19:12,0.754,0.031,0,0,0,0,v
2017-01-09 19:18,0.708,0.035,0,0,0,0,v
2017-01-09 19:24,0.710,0.042,0,0,0,0,v
2017-01-09 19:30,0.648,0.030,0,0,0,0,v
2017-01-09 19:36,0.564,0.042,0,0,0,0,v
2017-01-09 19:42,0.552,0.032,0,0,0,0,v
2017-01-09 19:48,0.531,0.030,0,0,0,0,v
2017-01-09 19:54,0.506,0.035,0,0,0,0,v
2017-01-09 20:00,0.434,0.029,0,0,0,0,v
2017-01-09 20:06,0.393,0.032,0,0,0,0,v
2017-01-09 20:12,0.343,0.034,0,0,0,0,v
2017-01-09 20:18,0.281,0.033,0,0,0,0,v
2017-01-09 20:24,0.246,0.043,0,0,0,0,v
2017-01-09 20:30,0.213,0.032,0,0,0,0,v
2017-01-09 20:36,0.212,0.026,0,0,0,0,v
2017-01-09 20:42,0.157,0.027,0,0,0,0,v
2017-01-09 20:48,0.132,0.026,0,0,0,0,v
2017-01-09 20:54,0.075,0.037,0,0,0,0,v
2017-01-09 21:00,0.076,0.025,0,0,0,0,v
2017-01-09 21:06,0.023,0.026,0,0,0,0,v
2017-01-09 21:12,0.046,0.033,0,0,0,0,v
2017-01-09 21:18,0.026,0.038,0,0,0,0,v
2017-01-09 21:24,-0.046,0.030,0,0,0,0,v
2017-01-09 21:30,-0.049,0.022,0,0,0,0,v
2017-01-09 21:36,-0.092,0.027,0,0,0,0,v
2017-01-09 21:42,-0.069,0.027,0,0,0,0,v
2017-01-09 21:48,-0.094,0.029,0,0,0,0,v
2017-01-09 21:54,-0.135,0.022,0,0,0,0,v
2017-01-09 22:00,-0.147,0.021,0,0,0,0,v
2017-01-09 22:06,-0.169,0.021,0,0,0,0,v
2017-01-09 22:12,-0.164,0.026,0,0,0,0,v
2017-01-09 22:18,-0.163,0.023,0,0,0,0,v
2017-01-09 22:24,-0.131,0.038,0,0,0,0,v
2017-01-09 22:30,-0.135,0.026,0,0,0,0,v
2017-01-09 22:36,-0.192,0.024,0,0,0,0,v
2017-01-09 22:42,-0.182,0.028,0,0,0,0,v
2017-01-09 22:48,-0.171,0.024,0,0,0,0,v
2017-01-09 22:54,-0.140,0.022,0,0,0,0,v
2017-01-09 23:00,-0.117,0.018,0,0,0,0,v
2017-01-09 23:06,-0.140,0.025,0,0,0,0,v
2017-01-09 23:12,-0.113,0.024,0,0,0,0,v
2017-01-09 23:18,-0.139,0.018,0,0,0,0,v
2017-01-09 23:24,-0.101,0.025,0,0,0,0,v
2017-01-09 23:30,-0.046,0.018,0,0,0,0,v
2017-01-09 23:36,-0.041,0.033,0,0,0,0,v
2017-01-09 23:42,-0.032,0.020,0,0,0,0,v
2017-01-09 23:48,-0.012,0.023,0,0,0,0,v
2017-01-09 23:54,-0.015,0.023,0,0,0,0,v
2017-01-10 00:00,0.022,0.024,0,0,0,0,v
2017-01-10 00:06,0.095,0.021,0,0,0,0,v
2017-01-10 00:12,0.094,0.025,0,0,0,0,v
2017-01-10 00:18,0.114,0.019,0,0,0,0,v
2017-01-10 00:24,0.142,0.017,0,0,0,0,v
2017-01-10 00:30,0.143,0.017,0,0,0,0,v
2017-01-10 00:36,0.203,0.025,0,0,0,0,v
2017-01-10 00:42,0.242,0.029,0,0,0,0,v
2017-01-10 00:48,0.276,0.024,0,0,0,0,v
2017-01-10 00:54,0.291,0.025,0,0,0,0,v
2017-01-10 01:00,0.315,0.030,0,0,0,0,v
2017-01-10 01:06,0.346,0.023,0,0,0,0,v
2017-01-10 01:12,0.403,0.034,0,0,0,0,v
2017-01-10 01:18,0.445,0.034,0,0,0,0,v
2017-01-10 01:24,0.455,0.030,0,0,0,0,v
2017-01-10 01:30,0.517,0.038,0,0,0,0,v
2017-01-10 01:36,0.516,0.031,0,0,0,0,v
2017-01-10 01:42,0.587,0.031,0,0,0,0,v
2017-01-10 01:48,0.595,0.033,0,0,0,0,v
2017-01-10 01:54,0.621,0.039,0,0,0,0,v
2017-01-10 02:00,0.676,0.033,0,0,0,0,v
2017-01-10 02:06,0.719,0.037,0,0,0,0,v
2017-01-10 02:12,0.740,0.038,0,0,0,0,v
2017-01-10 02:18,0.758,0.034,0,0,0,0,v
2017-01-10 02:24,0.785,0.034,0,0,0,0,v
2017-01-10 02:30,0.832,0.038,0,0,0,0,v
2017-01-10 02:36,0.873,0.035,0,0,0,0,v
2017-01-10 02:42,0.913,0.034,0,0,0,0,v
2017-01-10 02:48,0.890,0.036,0,0,0,0,v
2017-01-10 02:54,0.966,0.036,0,0,0,0,v
2017-01-10 03:00,0.984,0.036,0,0,0,0,v
2017-01-10 03:06,0.987,0.033,0,0,0,0,v
2017-01-10 03:12,1.040,0.047,0,0,0,0,v
2017-01-10 03:18,1.061,0.040,0,0,0,0,v
2017-01-10 03:24,1.089,0.036,0,0,0,0,v
2017-01-10 03:30,1.069,0.039,0,0,0,0,v
2017-01-10 03:36,1.111,0.055,0,0,0,0,v
2017-01-10 03:42,1.147,0.042,0,0,0,0,v
2017-01-10 03:48,1.178,0.043,0,0,0,0,v
2017-01-10 03:54,1.167,0.042,0,0,0,0,v
2017-01-10 04:00,1.199,0.048,0,0,0,0,v
2017-01-10 04:06,1.213,0.049,0,0,0,0,v
2017-01-10 04:12,1.193,0.044,0,0,0,0,v
2017-01-10 04:18,1.201,0.040,0,0,0,0,v
2017-01-10 04:24,1.253,0.047,0,0,0,0,v
2017-01-10 04:30,1.260,0.043,0,0,0,0,v
2017-01-10 04:36,1.255,0.047,0,0,0,0,v
2017-01-10 04:42,1.268,0.040,0,0,0,0,v
2017-01-10 04:48,1.291,0.045,0,0,0,0,v
2017-01-10 04:54,1.268,0.054,0,0,0,0,v
2017-01-10 05:00,1.267,0.044,0,0,0,0,v
2017-01-10 05:06,1.285,0.040,0,0,0,0,v
2017-01-10 05:12,1.268,0.042,0,0,0,0,v
2017-01-10 05:18,1.247,0.052,0,0,0,0,v
2017-01-10 05:24,1.267,0.050,0,0,0,0,v
2017-01-10 05:30,1.249,0.047,0,0,0,0,v
2017-01-10 05:36,1.280,0.040,0,0,0,0,v
2017-01-10 05:42,1.256,0.051,0,0,0,0,v
2017-01-10 05:48,1.264,0.040,0,0,0,0,v
2017-01-10 05:54,1.254,0.038,0,0,0,0,v
2017-01-10 06:00,1.208,0.043,0,0,0,0,v
2017-01-10 06:06,1.181,0.043,0,0,0,0,v
2017-01-10 06:12,1.170,0.048,0,0,0,0,v
2017-01-10 06:18,1.163,0.051,0,0,0,0,v
2017-01-10 06:24,1.155,0.037,0,0,0,0,v
2017-01-10 06:30,1.183,0.053,0,0,0,0,v
2017-01-10 06:36,1.150,0.045,0,0,0,0,v
2017-01-10 06:42,1.121,0.046,0,0,0,0,v
2017-01-10 06:48,1.092,0.049,0,0,0,0,v
2017-01-10 06:54,1.104,0.047,0,0,0,0,v
2017-01-10 07:00,1.080,0.043,0,0,0,0,v
2017-01-10 07:06,1.042,0.042,0,0,0,0,v
2017-01-10 07:12,1.037,0.038,0,0,0,0,v
2017-01-10 07:18,1.002,0.056,0,0,0,0,v
2017-01-10 07:24,0.974,0.043,0,0,0,0,v
2017-01-10 07:30,0.988,0.040,0,0,0,0,v
2017-01-10 07:36,0.973,0.049,0,0,0,0,v
2017-01-10 07:42,0.960,0.049,0,0,0,0,v
2017-01-10 07:48,0.970,0.042,0,0,0,0,v
2017-01-10 07:54,0.912,0.044,0,0,0,0,v
2017-01-10 08:00,0.870,0.048,0,0,0,0,v
2017-01-10 08:06,0.873,0.043,0,0,0,0,v
2017-01-10 08:12,0.835,0.048,0,0,0,0,v
2017-01-10 08:18,0.865,0.047,0,0,0,0,v
2017-01-10 08:24,0.843,0.042,0,0,0,0,v
2017-01-10 08:30,0.817,0.053,0,0,0,0,v
2017-01-10 08:36,0.777,0.049,0,0,0,0,v
2017-01-10 08:42,0.770,0.045,0,0,0,0,v
2017-01-10 08:48,0.804,0.050,0,0,0,0,v
2017-01-10 08:54,0.807,0.034,0,0,0,0,v
2017-01-10 09:00,0.790,0.046,0,0,0,0,v
2017-01-10 09:06,0.765,0.045,0,0,0,0,v
2017-01-10 09:12,0.718,0.041,0,0,0,0,v
2017-01-10 09:18,0.736,0.035,0,0,0,0,v
2017-01-10 09:24,0.738,0.038,0,0,0,0,v
2017-01-10 09:30,0.786,0.053,0,0,0,0,v
2017-01-10 09:36,0.745,0.041,0,0,0,0,v
2017-01-10 09:42,0.736,0.042,0,0,0,0,v
2017-01-10 09:48,0.740,0.041,0,0,0,0,v
2017-01-10 09:54,0.732,0.040,0,0,0,0,v
2017-01-10 10:00,0.771,0.038,0,0,0,0,v
2017-01-10 10:06,0.740,0.043,0,0,0,0,v
2017-01-10 10:12,0.770,0.043,0,0,0,0,v
2017-01-10 10:18,0.783,0.050,0,0,0,0,v
2017-01-10 10:24,0.758,0.045,0,0,0,0,v
2017-01-10 10:30,0.807,0.041,0,0,0,0,v
2017-01-10 10:36,0.820,0.042,0,0,0,0,v
2017-01-10 10:42,0.815,0.041,0,0,0,0,v
2017-01-10 10:48,0.842,0.034,0,0,0,0,v
2017-01-10 10:54,0.866,0.040,0,0,0,0,v
2017-01-10 11:00,0.867,0.044,0,0,0,0,v
2017-01-10 11:06,0.877,0.037,0,0,0,0,v
2017-01-10 11:12,0.919,0.037,0,0,0,0,v
2017-01-10 11:18,0.945,0.044,0,0,0,0,v
2017-01-10 11:24,1.009,0.052,0,0,0,0,v
2017-01-10 11:30,1.004,0.041,0,0,0,0,v
2017-01-10 11:36,1.026,0.045,0,0,0,0,v
2017-01-10 11:42,1.029,0.051,0,0,0,0,v
2017-01-10 11:48,1.057,0.060,0,0,0,0,v
2017-01-10 11:54,1.127,0.044,0,0,0,0,v
2017-01-10 12:00,1.153,0.036,0,0,0,0,v
2017-01-10 12:06,1.155,0.044,0,0,0,0,v
2017-01-10 12:12,1.208,0.044,0,0,0,0,v
2017-01-10 12:18,1.232,0.048,0,0,0,0,v
2017-01-10 12:24,1.282,0.046,0,0,0,0,v
2017-01-10 12:30,1.327,0.055,0,0,0,0,v
2017-01-10 12:36,1.346,0.046,0,0,0,0,v
2017-01-10 12:42,1.364,0.046,0,0,0,0,v
2017-01-10 12:48,1.374,0.050,0,0,0,0,v
2017-01-10 12:54,1.402,0.048,0,0,0,0,v
2017-01-10 13:00,1.481,0.065,0,0,0,0,v
2017-01-10 13:06,1.520,0.057,0,0,0,0,v
2017-01-10 13:12,1.562,0.056,0,0,0,0,v
2017-01-10 13:18,1.590,0.054,0,0,0,0,v
2017-01-10 13:24,1.607,0.050,0,0,0,0,v
2017-01-10 13:30,1.634,0.051,0,0,0,0,v
2017-01-10 13:36,1.680,0.053,0,0,0,0,v
2017-01-10 13:42,1.701,0.057,0,0,0,0,v
2017-01-10 13:48,1.744,0.073,0,0,0,0,v
2017-01-10 13:54,1.782,0.056,0,0,0,0,v
2017-01-10 14:00,1.794,0.060,0,0,0,0,v
2017-01-10 14:06,1.825,0.053,0,0,0,0,v
2017-01-10 14:12,1.859,0.071,0,0,0,0,v
2017-01-10 14:18,1.903,0.062,0,0,0,0,v
2017-01-10 14:24,1.916,0.061,0,0,0,0,v
2017-01-10 14:30,1.936,0.067,0,0,0,0,v
2017-01-10 14:36,1.957,0.056,0,0,0,0,v
