anio,mes,dia,hora(utc),altura(mm)
2016,2,16,16,625 
2016,2,16,17,377 
2016,2,16,18,201 
2016,2,16,19,123 
2016,2,16,20,152 
2016,2,16,21,276 
2016,2,16,22,463 
2016,2,16,23,662 
2016,2,17,0,825 
2016,2,17,1,919 
2016,2,17,2,931 
2016,2,17,3,874 
2016,2,17,4,776 
2016,2,17,5,680 
2016,2,17,6,624 
2016,2,17,7,639 
2016,2,17,8,739 
2016,2,17,9,916 
2016,2,17,10,1137 
2016,2,17,11,1348 
2016,2,17,12,1495 
2016,2,17,13,1536 
2016,2,17,14,1445 
2016,2,17,15,1231 
2016,2,17,16,932 
2016,2,17,17,601 
2016,2,17,18,300 
2016,2,17,19,83 
2016,2,17,20,-14 
2016,2,17,21,25 
2016,2,17,22,186 
2016,2,17,23,425 
2016,2,18,0,681 
2016,2,18,1,892 
2016,2,18,2,1016 
2016,2,18,3,1032 
2016,2,18,4,954 
2016,2,18,5,819 
2016,2,18,6,680 
2016,2,18,7,589 
2016,2,18,8,586 
2016,2,18,9,689 
2016,2,18,10,890 
2016,2,18,11,1145 
2016,2,18,12,1393 
2016,2,18,13,1566 
2016,2,18,14,1611 
2016,2,18,15,1500 
2016,2,18,16,1244 
2016,2,18,17,892 
2016,2,18,18,513 
2016,2,18,19,180 
2016,2,18,20,-44 
2016,2,18,21,-119 
2016,2,18,22,-34 
2016,2,18,23,185 
2016,2,19,0,481 
2016,2,19,1,778 
2016,2,19,2,1007 
2016,2,19,3,1120 
2016,2,19,4,1101 
2016,2,19,5,973 
2016,2,19,6,788 
2016,2,19,7,614 
2016,2,19,8,511 
2016,2,19,9,520 
2016,2,19,10,658 
2016,2,19,11,903 
2016,2,19,12,1200 
2016,2,19,13,1474 
2016,2,19,14,1648 
2016,2,19,15,1663 
2016,2,19,16,1500 
2016,2,19,17,1185 
2016,2,19,18,782 
2016,2,19,19,373 
2016,2,19,20,42 
2016,2,19,21,-147 
2016,2,19,22,-163 
2016,2,19,23,-8 
2016,2,20,0,276 
2016,2,20,1,616 
2016,2,20,2,926 
2016,2,20,3,1133 
2016,2,20,4,1196 
2016,2,20,5,1113 
2016,2,20,6,923 
2016,2,20,7,697 
2016,2,20,8,509 
2016,2,20,9,424 
2016,2,20,10,476 
2016,2,20,11,668 
2016,2,20,12,965 
2016,2,20,13,1294 
2016,2,20,14,1567 
2016,2,20,15,1706 
2016,2,20,16,1660 
2016,2,20,17,1426 
2016,2,20,18,1051 
2016,2,20,19,614 
2016,2,20,20,211 
2016,2,20,21,-76 
2016,2,20,22,-193 
2016,2,20,23,-126 
2016,2,21,0,107 
2016,2,21,1,444 
2016,2,21,2,800 
2016,2,21,3,1085 
2016,2,21,4,1234 
2016,2,21,5,1219 
2016,2,21,6,1061 
2016,2,21,7,817 
2016,2,21,8,571 
2016,2,21,9,401 
2016,2,21,10,362 
2016,2,21,11,476 
2016,2,21,12,729 
2016,2,21,13,1065 
2016,2,21,14,1398 
2016,2,21,15,1636 
2016,2,21,16,1707 
2016,2,21,17,1581 
2016,2,21,18,1276 
2016,2,21,19,859 
2016,2,21,20,424 
2016,2,21,21,67 
2016,2,21,22,-140 
2016,2,21,23,-162 
2016,2,22,0,-3 
2016,2,22,1,296 
2016,2,22,2,660 
2016,2,22,3,994 
2016,2,22,4,1218 
2016,2,22,5,1281 
2016,2,22,6,1180 
2016,2,22,7,954 
2016,2,22,8,680 
2016,2,22,9,444 
2016,2,22,10,320 
2016,2,22,11,346 
2016,2,22,12,528 
2016,2,22,13,829 
2016,2,22,14,1178 
2016,2,22,15,1479 
2016,2,22,16,1648 
2016,2,22,17,1633 
2016,2,22,18,1426 
2016,2,22,19,1069 
2016,2,22,20,646 
2016,2,22,21,254 
2016,2,22,22,-21 
2016,2,22,23,-125 
2016,2,23,0,-47 
2016,2,23,1,191 
2016,2,23,2,530 
2016,2,23,3,883 
2016,2,23,4,1160 
2016,2,23,5,1296 
2016,2,23,6,1265 
2016,2,23,7,1085 
2016,2,23,8,816 
2016,2,23,9,542 
2016,2,23,10,346 
2016,2,23,11,286 
2016,2,23,12,383 
2016,2,23,13,620 
2016,2,23,14,942 
2016,2,23,15,1267 
2016,2,23,16,1504 
2016,2,23,17,1586 
2016,2,23,18,1484 
2016,2,23,19,1216 
2016,2,23,20,842 
2016,2,23,21,453 
2016,2,23,22,141 
2016,2,23,23,-29 
2016,2,24,0,-27 
2016,2,24,1,140 
2016,2,24,2,429 
2016,2,24,3,771 
2016,2,24,4,1075 
2016,2,24,5,1268 
2016,2,24,6,1307 
2016,2,24,7,1190 
2016,2,24,8,956 
2016,2,24,9,675 
2016,2,24,10,432 
2016,2,24,11,296 
2016,2,24,12,304 
2016,2,24,13,460 
2016,2,24,14,726 
2016,2,24,15,1035 
2016,2,24,16,1304 
2016,2,24,17,1457 
2016,2,24,18,1452 
2016,2,24,19,1283 
2016,2,24,20,987 
2016,2,24,21,637 
2016,2,24,22,320 
2016,2,24,23,108 
2016,2,25,0,46 
2016,2,25,1,142 
2016,2,25,2,370 
2016,2,25,3,674 
2016,2,25,4,980 
2016,2,25,5,1208 
2016,2,25,6,1307 
2016,2,25,7,1258 
2016,2,25,8,1079 
2016,2,25,9,821 
2016,2,25,10,560 
2016,2,25,11,368 
2016,2,25,12,296 
2016,2,25,13,364 
2016,2,25,14,553 
2016,2,25,15,815 
2016,2,25,16,1080 
2016,2,25,17,1273 
2016,2,25,18,1343 
2016,2,25,19,1268 
2016,2,25,20,1064 
2016,2,25,21,780 
2016,2,25,22,490 
2016,2,25,23,266 
2016,2,26,0,158 
2016,2,26,1,191 
2016,2,26,2,353 
2016,2,26,3,606 
2016,2,26,4,887 
2016,2,26,5,1129 
2016,2,26,6,1271 
2016,2,26,7,1285 
2016,2,26,8,1171 
2016,2,26,9,961 
2016,2,26,10,711 
2016,2,26,11,490 
2016,2,26,12,356 
2016,2,26,13,339 
2016,2,26,14,441 
2016,2,26,15,633 
2016,2,26,16,861 
2016,2,26,17,1060 
2016,2,26,18,1177 
2016,2,26,19,1181 
2016,2,26,20,1069 
2016,2,26,21,868 
2016,2,26,22,631 
2016,2,26,23,422 
2016,2,27,0,293 
2016,2,27,1,275 
2016,2,27,2,374 
2016,2,27,3,567 
2016,2,27,4,808 
2016,2,27,5,1040 
2016,2,27,6,1208 
2016,2,27,7,1274 
2016,2,27,8,1226 
2016,2,27,9,1077 
2016,2,27,10,865 
2016,2,27,11,646 
2016,2,27,12,473 
2016,2,27,13,386 
2016,2,27,14,401 
2016,2,27,15,508 
2016,2,27,16,673 
2016,2,27,17,846 
2016,2,27,18,980 
2016,2,27,19,1038 
2016,2,27,20,1006 
2016,2,27,21,892 
2016,2,27,22,727 
2016,2,27,23,558 
2016,2,28,0,432 
2016,2,28,1,383 
2016,2,28,2,428 
2016,2,28,3,559 
2016,2,28,4,748 
2016,2,28,5,950 
2016,2,28,6,1122 
2016,2,28,7,1226 
2016,2,28,8,1239 
2016,2,28,9,1159 
2016,2,28,10,1005 
2016,2,28,11,815 
2016,2,28,12,633 
2016,2,28,13,499 
2016,2,28,14,436 
2016,2,28,15,453 
2016,2,28,16,537 
2016,2,28,17,656 
2016,2,28,18,773 
2016,2,28,19,857 
2016,2,28,20,886 
2016,2,28,21,853 
2016,2,28,22,769 
2016,2,28,23,660 
2016,2,29,0,561 
2016,2,29,1,504 
2016,2,29,2,508 
2016,2,29,3,580 
2016,2,29,4,709 
2016,2,29,5,868 
2016,2,29,6,1023 
2016,2,29,7,1144 
2016,2,29,8,1207 
2016,2,29,9,1197 
2016,2,29,10,1114 
2016,2,29,11,978 
2016,2,29,12,817 
2016,2,29,13,663 
2016,2,29,14,544 
2016,2,29,15,477 
2016,2,29,16,469 
2016,2,29,17,511 
2016,2,29,18,582 
2016,2,29,19,658 
2016,2,29,20,722 
2016,2,29,21,756 
2016,2,29,22,753 
2016,2,29,23,718 
2016,3,1,0,667 
2016,3,1,1,624 
2016,3,1,2,608 
2016,3,1,3,631 
2016,3,1,4,697 
2016,3,1,5,799 
2016,3,1,6,919 
2016,3,1,7,1036 
2016,3,1,8,1131 
2016,3,1,9,1183 
2016,3,1,10,1178 
2016,3,1,11,1114 
2016,3,1,12,1003 
2016,3,1,13,861 
2016,3,1,14,713 
2016,3,1,15,579 
2016,3,1,16,481 
2016,3,1,17,430 
2016,3,1,18,428 
2016,3,1,19,465 
2016,3,1,20,532 
2016,3,1,21,609 
2016,3,1,22,678 
2016,3,1,23,723 
2016,3,2,0,739 
2016,3,2,1,733 
2016,3,2,2,719 
2016,3,2,3,710 
2016,3,2,4,719 
2016,3,2,5,757 
2016,3,2,6,825 
2016,3,2,7,915 
2016,3,2,8,1018 
2016,3,2,9,1116 
2016,3,2,10,1184 
2016,3,2,11,1204 
2016,3,2,12,1165 
2016,3,2,13,1068 
2016,3,2,14,922 
2016,3,2,15,748 
2016,3,2,16,573 
2016,3,2,17,427 
2016,3,2,18,332 
2016,3,2,19,302 
2016,3,2,20,337 
2016,3,2,21,427 
2016,3,2,22,549 
2016,3,2,23,670 
2016,3,3,0,765 
2016,3,3,1,819 
2016,3,3,2,831 
2016,3,3,3,810 
2016,3,3,4,776 
2016,3,3,5,749 
2016,3,3,6,751 
2016,3,3,7,793 
2016,3,3,8,879 
2016,3,3,9,998 
2016,3,3,10,1127 
2016,3,3,11,1232 
2016,3,3,12,1283 
2016,3,3,13,1259 
2016,3,3,14,1150 
2016,3,3,15,968 
2016,3,3,16,740 
2016,3,3,17,507 
2016,3,3,18,312 
2016,3,3,19,189 
2016,3,3,20,161 
2016,3,3,21,230 
2016,3,3,22,375 
2016,3,3,23,560 
2016,3,4,0,737 
2016,3,4,1,868 
2016,3,4,2,932 
2016,3,4,3,925 
2016,3,4,4,865 
2016,3,4,5,781 
2016,3,4,6,710 
2016,3,4,7,685 
2016,3,4,8,726 
2016,3,4,9,838 
2016,3,4,10,1003 
2016,3,4,11,1183 
2016,3,4,12,1332 
2016,3,4,13,1404 
2016,3,4,14,1369 
2016,3,4,15,1218 
2016,3,4,16,970 
2016,3,4,17,672 
2016,3,4,18,379 
2016,3,4,19,151 
2016,3,4,20,33 
2016,3,4,21,44 
2016,3,4,22,177 
2016,3,4,23,398 
2016,3,5,0,649 
2016,3,5,1,868 
2016,3,5,2,1008 
2016,3,5,3,1045 
2016,3,5,4,984 
2016,3,5,5,858 
2016,3,5,6,715 
2016,3,5,7,607 
2016,3,5,8,578 
2016,3,5,9,649 
2016,3,5,10,816 
2016,3,5,11,1047 
2016,3,5,12,1287 
2016,3,5,13,1471 
2016,3,5,14,1540 
2016,3,5,15,1463 
2016,3,5,16,1240 
2016,3,5,17,911 
2016,3,5,18,541 
2016,3,5,19,207 
2016,3,5,20,-21 
2016,3,5,21,-99 
2016,3,5,22,-16 
2016,3,5,23,204 
2016,3,6,0,504 
2016,3,6,1,809 
2016,3,6,2,1042 
2016,3,6,3,1154 
2016,3,6,4,1127 
2016,3,6,5,986 
2016,3,6,6,782 
2016,3,6,7,585 
2016,3,6,8,461 
2016,3,6,9,456 
2016,3,6,10,584 
2016,3,6,11,826 
2016,3,6,12,1131 
2016,3,6,13,1422 
2016,3,6,14,1616 
2016,3,6,15,1653 
2016,3,6,16,1506 
2016,3,6,17,1197 
2016,3,6,18,788 
2016,3,6,19,367 
2016,3,6,20,25 
2016,3,6,21,-166 
2016,3,6,22,-169 
2016,3,6,23,8 
2016,3,7,0,319 
2016,3,7,1,688 
2016,3,7,2,1019 
2016,3,7,3,1230 
2016,3,7,4,1276 
2016,3,7,5,1159 
2016,3,7,6,923 
2016,3,7,7,646 
2016,3,7,8,414 
2016,3,7,9,299 
2016,3,7,10,342 
2016,3,7,11,543 
2016,3,7,12,866 
2016,3,7,13,1234 
2016,3,7,14,1552 
2016,3,7,15,1728 
2016,3,7,16,1706 
2016,3,7,17,1477 
2016,3,7,18,1087 
2016,3,7,19,621 
2016,3,7,20,184 
2016,3,7,21,-125 
2016,3,7,22,-244 
2016,3,7,23,-152 
2016,3,8,0,123 
2016,3,8,1,515 
2016,3,8,2,924 
2016,3,8,3,1245 
2016,3,8,4,1397 
2016,3,8,5,1351 
2016,3,8,6,1132 
2016,3,8,7,808 
2016,3,8,8,477 
2016,3,8,9,234 
2016,3,8,10,151 
2016,3,8,11,256 
2016,3,8,12,532 
2016,3,8,13,921 
2016,3,8,14,1326 
2016,3,8,15,1639 
2016,3,8,16,1770 
2016,3,8,17,1677 
2016,3,8,18,1373 
2016,3,8,19,927 
2016,3,8,20,443 
2016,3,8,21,34 
2016,3,8,22,-207 
2016,3,8,23,-231 
2016,3,9,0,-41 
2016,3,9,1,319 
2016,3,9,2,762 
2016,3,9,3,1175 
2016,3,9,4,1447 
2016,3,9,5,1515 
2016,3,9,6,1369 
2016,3,9,7,1057 
2016,3,9,8,667 
2016,3,9,9,309 
2016,3,9,10,81 
2016,3,9,11,42 
2016,3,9,12,207 
2016,3,9,13,541 
2016,3,9,14,966 
2016,3,9,15,1372 
2016,3,9,16,1650 
2016,3,9,17,1721 
2016,3,9,18,1564 
2016,3,9,19,1212 
2016,3,9,20,751 
2016,3,9,21,295 
2016,3,9,22,-47 
2016,3,9,23,-197 
2016,3,10,0,-125 
2016,3,10,1,149 
2016,3,10,2,564 
2016,3,10,3,1019 
2016,3,10,4,1394 
2016,3,10,5,1592 
2016,3,10,6,1568 
2016,3,10,7,1334 
2016,3,10,8,954 
2016,3,10,9,531 
2016,3,10,10,177 
2016,3,10,11,-19 
2016,3,10,12,-12 
2016,3,10,13,196 
2016,3,10,14,556 
2016,3,10,15,977 
2016,3,10,16,1349 
2016,3,10,17,1571 
2016,3,10,18,1586 
2016,3,10,19,1389 
2016,3,10,20,1029 
2016,3,10,21,600 
2016,3,10,22,213 
2016,3,10,23,-38 
2016,3,11,0,-95 
2016,3,11,1,57 
2016,3,11,2,384 
2016,3,11,3,811 
2016,3,11,4,1234 
2016,3,11,5,1542 
2016,3,11,6,1658 
2016,3,11,7,1556 
2016,3,11,8,1263 
2016,3,11,9,854 
2016,3,11,10,434 
2016,3,11,11,108 
2016,3,11,12,-51 
2016,3,11,13,-12 
2016,3,11,14,209 
2016,3,11,15,556 
2016,3,11,16,935 
2016,3,11,17,1248 
2016,3,11,18,1414 
2016,3,11,19,1392 
2016,3,11,20,1191 
2016,3,11,21,867 
2016,3,11,22,509 
2016,3,11,23,215 
2016,3,12,0,58 
2016,3,12,1,79 
2016,3,12,2,278 
2016,3,12,3,615 
2016,3,12,4,1011 
2016,3,12,5,1369 
2016,3,12,6,1599 
2016,3,12,7,1644 
2016,3,12,8,1493 
2016,3,12,9,1180 
2016,3,12,10,783 
2016,3,12,11,398 
2016,3,12,12,112 
2016,3,12,13,-18 
2016,3,12,14,28 
2016,3,12,15,228 
2016,3,12,16,524 
2016,3,12,17,837 
2016,3,12,18,1085 
2016,3,12,19,1209 
2016,3,12,20,1181 
2016,3,12,21,1015 
2016,3,12,22,762 
2016,3,12,23,498 
2016,3,13,0,299 
2016,3,13,1,219 
2016,3,13,2,286 
2016,3,13,3,492 
2016,3,13,4,795 
2016,3,13,5,1126 
2016,3,13,6,1407 
2016,3,13,7,1569 
2016,3,13,8,1570 
2016,3,13,9,1408 
2016,3,13,10,1115 
2016,3,13,11,762 
2016,3,13,12,427 
2016,3,13,13,179 
2016,3,13,14,60 
2016,3,13,15,84 
2016,3,13,16,232 
2016,3,13,17,455 
2016,3,13,18,694 
2016,3,13,19,891 
2016,3,13,20,1000 
2016,3,13,21,999 
2016,3,13,22,897 
2016,3,13,23,733 
2016,3,14,0,563 
2016,3,14,1,441 
2016,3,14,2,407 
2016,3,14,3,481 
2016,3,14,4,654 
2016,3,14,5,892 
2016,3,14,6,1146 
2016,3,14,7,1359 
2016,3,14,8,1478 
2016,3,14,9,1471 
2016,3,14,10,1333 
2016,3,14,11,1090 
2016,3,14,12,796 
2016,3,14,13,509 
2016,3,14,14,282 
2016,3,14,15,149 
2016,3,14,16,128 
2016,3,14,17,205 
2016,3,14,18,353 
2016,3,14,19,535 
2016,3,14,20,707 
2016,3,14,21,831 
2016,3,14,22,881 
2016,3,14,23,857 
2016,3,15,0,778 
2016,3,15,1,682 
2016,3,15,2,604 
2016,3,15,3,578 
2016,3,15,4,622 
2016,3,15,5,735 
2016,3,15,6,900 
2016,3,15,7,1088 
2016,3,15,8,1259 
2016,3,15,9,1368 
2016,3,15,10,1383 
2016,3,15,11,1295 
2016,3,15,12,1114 
2016,3,15,13,873 
2016,3,15,14,615 
2016,3,15,15,384 
2016,3,15,16,217 
2016,3,15,17,136 
2016,3,15,18,146 
2016,3,15,19,239 
2016,3,15,20,392 
2016,3,15,21,572 
2016,3,15,22,734 
2016,3,15,23,846 
2016,3,16,0,892 
2016,3,16,1,876 
2016,3,16,2,817 
2016,3,16,3,745 
2016,3,16,4,692 
2016,3,16,5,683 
2016,3,16,6,731 
2016,3,16,7,837 
2016,3,16,8,988 
2016,3,16,9,1149 
2016,3,16,10,1278 
2016,3,16,11,1338 
2016,3,16,12,1305 
2016,3,16,13,1174 
2016,3,16,14,962 
2016,3,16,15,706 
2016,3,16,16,449 
2016,3,16,17,237 
2016,3,16,18,103 
2016,3,16,19,69 
2016,3,16,20,140 
2016,3,16,21,301 
2016,3,16,22,513 
2016,3,16,23,724 
2016,3,17,0,891 
2016,3,17,1,983 
2016,3,17,2,991 
2016,3,17,3,929 
2016,3,17,4,827 
2016,3,17,5,725 
2016,3,17,6,660 
2016,3,17,7,660 
2016,3,17,8,739 
2016,3,17,9,887 
2016,3,17,10,1070 
2016,3,17,11,1240 
2016,3,17,12,1347 
2016,3,17,13,1354 
2016,3,17,14,1244 
2016,3,17,15,1029 
2016,3,17,16,748 
2016,3,17,17,454 
2016,3,17,18,202 
2016,3,17,19,40 
2016,3,17,20,-2 
2016,3,17,21,87 
2016,3,17,22,285 
2016,3,17,23,543 
2016,3,18,0,798 
2016,3,18,1,996 
2016,3,18,2,1096 
2016,3,18,3,1086 
2016,3,18,4,984 
2016,3,18,5,830 
2016,3,18,6,676 
2016,3,18,7,573 
2016,3,18,8,557 
2016,3,18,9,645 
2016,3,18,10,824 
2016,3,18,11,1049 
2016,3,18,12,1261 
2016,3,18,13,1399 
2016,3,18,14,1415 
2016,3,18,15,1289 
2016,3,18,16,1042 
2016,3,18,17,721 
2016,3,18,18,394 
2016,3,18,19,126 
2016,3,18,20,-27 
2016,3,18,21,-35 
2016,3,18,22,104 
2016,3,18,23,356 
2016,3,19,0,657 
2016,3,19,1,935 
2016,3,19,2,1127 
2016,3,19,3,1194 
2016,3,19,4,1129 
2016,3,19,5,964 
2016,3,19,6,754 
2016,3,19,7,565 
2016,3,19,8,454 
2016,3,19,9,460 
2016,3,19,10,590 
2016,3,19,11,818 
2016,3,19,12,1088 
2016,3,19,13,1327 
2016,3,19,14,1464 
2016,3,19,15,1451 
2016,3,19,16,1279 
2016,3,19,17,983 
2016,3,19,18,626 
2016,3,19,19,288 
2016,3,19,20,42 
2016,3,19,21,-63 
2016,3,19,22,-4 
2016,3,19,23,203 
2016,3,20,0,507 
2016,3,20,1,832 
2016,3,20,2,1100 
2016,3,20,3,1247 
2016,3,20,4,1243 
2016,3,20,5,1101 
2016,3,20,6,868 
2016,3,20,7,618 
2016,3,20,8,424 
2016,3,20,9,341 
2016,3,20,10,398 
2016,3,20,11,590 
2016,3,20,12,872 
2016,3,20,13,1171 
2016,3,20,14,1406 
2016,3,20,15,1505 
2016,3,20,16,1432 
2016,3,20,17,1199 
2016,3,20,18,857 
2016,3,20,19,486 
2016,3,20,20,172 
2016,3,20,21,-16 
2016,3,20,22,-40 
2016,3,20,23,102 
2016,3,21,0,376 
2016,3,21,1,716 
2016,3,21,2,1034 
2016,3,21,3,1252 
2016,3,21,4,1319 
2016,3,21,5,1223 
2016,3,21,6,1000 
2016,3,21,7,715 
2016,3,21,8,454 
2016,3,21,9,288 
2016,3,21,10,262 
2016,3,21,11,390 
2016,3,21,12,646 
2016,3,21,13,967 
2016,3,21,14,1266 
2016,3,21,15,1460 
2016,3,21,16,1492 
2016,3,21,17,1345 
2016,3,21,18,1053 
2016,3,21,19,687 
2016,3,21,20,337 
2016,3,21,21,85 
2016,3,21,22,-14 
2016,3,21,23,57 
2016,3,22,0,281 
2016,3,22,1,605 
2016,3,22,2,948 
2016,3,22,3,1220 
2016,3,22,4,1355 
2016,3,22,5,1320 
2016,3,22,6,1131 
2016,3,22,7,841 
2016,3,22,8,535 
2016,3,22,9,296 
2016,3,22,10,187 
2016,3,22,11,237 
2016,3,22,12,438 
2016,3,22,13,743 
2016,3,22,14,1072 
2016,3,22,15,1336 
2016,3,22,16,1462 
2016,3,22,17,1412 
2016,3,22,18,1196 
2016,3,22,19,868 
2016,3,22,20,513 
2016,3,22,21,220 
2016,3,22,22,59 
2016,3,22,23,62 
2016,3,23,0,225 
2016,3,23,1,512 
2016,3,23,2,854 
2016,3,23,3,1161 
2016,3,23,4,1353 
2016,3,23,5,1383 
2016,3,23,6,1246 
2016,3,23,7,979 
2016,3,23,8,654 
2016,3,23,9,360 
2016,3,23,10,174 
2016,3,23,11,140 
2016,3,23,12,268 
2016,3,23,13,527 
2016,3,23,14,852 
2016,3,23,15,1155 
2016,3,23,16,1354 
2016,3,23,17,1397 
2016,3,23,18,1270 
2016,3,23,19,1007 
2016,3,23,20,679 
2016,3,23,21,372 
2016,3,23,22,166 
2016,3,23,23,109 
2016,3,24,0,210 
2016,3,24,1,446 
2016,3,24,2,765 
2016,3,24,3,1084 
2016,3,24,4,1319 
2016,3,24,5,1409 
2016,3,24,6,1333 
2016,3,24,7,1110 
2016,3,24,8,795 
2016,3,24,9,472 
2016,3,24,10,222 
2016,3,24,11,107 
2016,3,24,12,151 
2016,3,24,13,343 
2016,3,24,14,632 
2016,3,24,15,942 
2016,3,24,16,1189 
2016,3,24,17,1309 
2016,3,24,18,1273 
2016,3,24,19,1091 
2016,3,24,20,815 
2016,3,24,21,523 
2016,3,24,22,295 
2016,3,24,23,188 
2016,3,25,0,230 
2016,3,25,1,409 
2016,3,25,2,688 
2016,3,25,3,997 
2016,3,25,4,1257 
2016,3,25,5,1398 
2016,3,25,6,1385 
2016,3,25,7,1220 
2016,3,25,8,941 
2016,3,25,9,615 
2016,3,25,10,325 
2016,3,25,11,140 
2016,3,25,12,100 
2016,3,25,13,210 
2016,3,25,14,438 
2016,3,25,15,723 
2016,3,25,16,988 
2016,3,25,17,1163 
2016,3,25,18,1206 
2016,3,25,19,1111 
2016,3,25,20,907 
2016,3,25,21,655 
2016,3,25,22,429 
2016,3,25,23,292 
2016,3,26,0,281 
2016,3,26,1,402 
2016,3,26,2,629 
2016,3,26,3,910 
2016,3,26,4,1175 
2016,3,26,5,1352 
2016,3,26,6,1397 
2016,3,26,7,1297 
2016,3,26,8,1073 
2016,3,26,9,774 
2016,3,26,10,471 
2016,3,26,11,236 
2016,3,26,12,119 
2016,3,26,13,142 
2016,3,26,14,291 
2016,3,26,15,524 
2016,3,26,16,775 
2016,3,26,17,978 
2016,3,26,18,1082 
2016,3,26,19,1068 
2016,3,26,20,946 
2016,3,26,21,754 
2016,3,26,22,555 
2016,3,26,23,408 
2016,3,27,0,358 
2016,3,27,1,423 
2016,3,27,2,592 
2016,3,27,3,830 
2016,3,27,4,1078 
2016,3,27,5,1275 
2016,3,27,6,1368 
2016,3,27,7,1333 
2016,3,27,8,1176 
2016,3,27,9,928 
2016,3,27,10,642 
2016,3,27,11,385 
2016,3,27,12,210 
2016,3,27,13,150 
2016,3,27,14,211 
2016,3,27,15,368 
2016,3,27,16,575 
2016,3,27,17,774 
2016,3,27,18,915 
2016,3,27,19,968 
2016,3,27,20,926 
2016,3,27,21,809 
2016,3,27,22,658 
2016,3,27,23,525 
2016,3,28,0,455 
2016,3,28,1,472 
2016,3,28,2,582 
2016,3,28,3,765 
2016,3,28,4,979 
2016,3,28,5,1171 
2016,3,28,6,1297 
2016,3,28,7,1322 
2016,3,28,8,1237 
2016,3,28,9,1057 
2016,3,28,10,817 
2016,3,28,11,568 
2016,3,28,12,362 
2016,3,28,13,236 
2016,3,28,14,208 
2016,3,28,15,275 
2016,3,28,16,412 
2016,3,28,17,575 
2016,3,28,18,722 
2016,3,28,19,820 
2016,3,28,20,850 
2016,3,28,21,813 
2016,3,28,22,728 
2016,3,28,23,632 
2016,3,29,0,562 
2016,3,29,1,549 
2016,3,29,2,604 
2016,3,29,3,724 
2016,3,29,4,887 
2016,3,29,5,1054 
2016,3,29,6,1189 
2016,3,29,7,1259 
2016,3,29,8,1245 
2016,3,29,9,1144 
2016,3,29,10,973 
2016,3,29,11,764 
2016,3,29,12,557 
2016,3,29,13,390 
2016,3,29,14,287 
2016,3,29,15,261 
2016,3,29,16,309 
2016,3,29,17,407 
2016,3,29,18,526 
2016,3,29,19,639 
2016,3,29,20,722 
2016,3,29,21,761 
2016,3,29,22,754 
2016,3,29,23,715 
2016,3,30,0,670 
2016,3,30,1,645 
2016,3,30,2,658 
2016,3,30,3,717 
2016,3,30,4,817 
2016,3,30,5,938 
2016,3,30,6,1057 
2016,3,30,7,1149 
2016,3,30,8,1194 
2016,3,30,9,1174 
2016,3,30,10,1087 
2016,3,30,11,946 
2016,3,30,12,773 
2016,3,30,13,595 
2016,3,30,14,441 
2016,3,30,15,331 
2016,3,30,16,281 
2016,3,30,17,292 
2016,3,30,18,352 
2016,3,30,19,446 
2016,3,30,20,555 
2016,3,30,21,655 
2016,3,30,22,727 
2016,3,30,23,762 
2016,3,31,0,766 
2016,3,31,1,754 
2016,3,31,2,743 
2016,3,31,3,748 
2016,3,31,4,779 
2016,3,31,5,838 
2016,3,31,6,917 
2016,3,31,7,1004 
2016,3,31,8,1084 
2016,3,31,9,1136 
2016,3,31,10,1140 
2016,3,31,11,1088 
2016,3,31,12,980 
2016,3,31,13,828 
2016,3,31,14,653 
2016,3,31,15,480 
2016,3,31,16,337 
2016,3,31,17,248 
2016,3,31,18,224 
2016,3,31,19,266 
2016,3,31,20,366 
2016,3,31,21,503 
2016,3,31,22,645 
2016,3,31,23,763 
2016,4,1,0,837 
2016,4,1,1,864 
2016,4,1,2,853 
2016,4,1,3,820 
2016,4,1,4,786 
2016,4,1,5,770 
2016,4,1,6,786 
2016,4,1,7,840 
2016,4,1,8,925 
2016,4,1,9,1027 
2016,4,1,10,1117 
2016,4,1,11,1165 
2016,4,1,12,1150 
2016,4,1,13,1061 
2016,4,1,14,903 
2016,4,1,15,697 
2016,4,1,16,479 
2016,4,1,17,289 
2016,4,1,18,162 
2016,4,1,19,123 
2016,4,1,20,179 
2016,4,1,21,318 
2016,4,1,22,510 
2016,4,1,23,708 
2016,4,2,0,868 
2016,4,2,1,962 
2016,4,2,2,979 
2016,4,2,3,930 
2016,4,2,4,841 
2016,4,2,5,746 
2016,4,2,6,680 
2016,4,2,7,670 
2016,4,2,8,728 
2016,4,2,9,847 
2016,4,2,10,1001 
2016,4,2,11,1149 
2016,4,2,12,1246 
2016,4,2,13,1255 
2016,4,2,14,1158 
2016,4,2,15,961 
2016,4,2,16,699 
2016,4,2,17,423 
2016,4,2,18,189 
2016,4,2,19,47 
2016,4,2,20,26 
2016,4,2,21,131 
2016,4,2,22,339 
2016,4,2,23,600 
2016,4,3,0,849 
2016,4,3,1,1031 
2016,4,3,2,1110 
2016,4,3,3,1078 
2016,4,3,4,955 
2016,4,3,5,786 
2016,4,3,6,625 
2016,4,3,7,523 
2016,4,3,8,514 
2016,4,3,9,609 
2016,4,3,10,791 
2016,4,3,11,1019 
2016,4,3,12,1231 
2016,4,3,13,1363 
2016,4,3,14,1370 
2016,4,3,15,1234 
2016,4,3,16,974 
2016,4,3,17,644 
2016,4,3,18,315 
