anio,mes,dia,hora(utc),altura(mm)
2016,4,3,19,60 
2016,4,3,20,-64 
2016,4,3,21,-30 
2016,4,3,22,154 
2016,4,3,23,444 
2016,4,4,0,771 
2016,4,4,1,1053 
2016,4,4,2,1224 
2016,4,4,3,1248 
2016,4,4,4,1129 
2016,4,4,5,909 
2016,4,4,6,654 
2016,4,4,7,438 
2016,4,4,8,323 
2016,4,4,9,345 
2016,4,4,10,505 
2016,4,4,11,769 
2016,4,4,12,1074 
2016,4,4,13,1337 
2016,4,4,14,1481 
2016,4,4,15,1457 
2016,4,4,16,1259 
2016,4,4,17,927 
2016,4,4,18,538 
2016,4,4,19,181 
2016,4,4,20,-61 
2016,4,4,21,-130 
2016,4,4,22,-13 
2016,4,4,23,262 
2016,4,5,0,633 
2016,4,5,1,1007 
2016,4,5,2,1290 
2016,4,5,3,1410 
2016,4,5,4,1345 
2016,4,5,5,1117 
2016,4,5,6,793 
2016,4,5,7,463 
2016,4,5,8,215 
2016,4,5,9,115 
2016,4,5,10,192 
2016,4,5,11,430 
2016,4,5,12,776 
2016,4,5,13,1144 
2016,4,5,14,1433 
2016,4,5,15,1560 
2016,4,5,16,1484 
2016,4,5,17,1219 
2016,4,5,18,827 
2016,4,5,19,405 
2016,4,5,20,56 
2016,4,5,21,-134 
2016,4,5,22,-121 
2016,4,5,23,90 
2016,4,6,0,452 
2016,4,6,1,883 
2016,4,6,2,1272 
2016,4,6,3,1516 
2016,4,6,4,1554 
2016,4,6,5,1379 
2016,4,6,6,1040 
2016,4,6,7,627 
2016,4,6,8,247 
2016,4,6,9,-5 
2016,4,6,10,-67 
2016,4,6,11,75 
2016,4,6,12,389 
2016,4,6,13,799 
2016,4,6,14,1201 
2016,4,6,15,1484 
2016,4,6,16,1572 
2016,4,6,17,1439 
2016,4,6,18,1120 
2016,4,6,19,697 
2016,4,6,20,281 
2016,4,6,21,-20 
2016,4,6,22,-133 
2016,4,6,23,-29 
2016,4,7,0,269 
2016,4,7,1,697 
2016,4,7,2,1153 
2016,4,7,3,1517 
2016,4,7,4,1690 
2016,4,7,5,1628 
2016,4,7,6,1347 
2016,4,7,7,916 
2016,4,7,8,445 
2016,4,7,9,48 
2016,4,7,10,-182 
2016,4,7,11,-195 
2016,4,7,12,8 
2016,4,7,13,376 
2016,4,7,14,818 
2016,4,7,15,1217 
2016,4,7,16,1468 
2016,4,7,17,1508 
2016,4,7,18,1331 
2016,4,7,19,987 
2016,4,7,20,572 
2016,4,7,21,203 
2016,4,7,22,-25 
2016,4,7,23,-51 
2016,4,8,0,135 
2016,4,8,1,496 
2016,4,8,2,952 
2016,4,8,3,1391 
2016,4,8,4,1694 
2016,4,8,5,1779 
2016,4,8,6,1623 
2016,4,8,7,1259 
2016,4,8,8,774 
2016,4,8,9,284 
2016,4,8,10,-97 
2016,4,8,11,-287 
2016,4,8,12,-253 
2016,4,8,13,-10 
2016,4,8,14,378 
2016,4,8,15,812 
2016,4,8,16,1178 
2016,4,8,17,1384 
2016,4,8,18,1383 
2016,4,8,19,1186 
2016,4,8,20,855 
2016,4,8,21,488 
2016,4,8,22,192 
2016,4,8,23,49 
2016,4,9,0,99 
2016,4,9,1,341 
2016,4,9,2,726 
2016,4,9,3,1167 
2016,4,9,4,1550 
2016,4,9,5,1772 
2016,4,9,6,1774 
2016,4,9,7,1548 
2016,4,9,8,1142 
2016,4,9,9,647 
2016,4,9,10,179 
2016,4,9,11,-161 
2016,4,9,12,-309 
2016,4,9,13,-243 
2016,4,9,14,10 
2016,4,9,15,381 
2016,4,9,16,773 
2016,4,9,17,1086 
2016,4,9,18,1248 
2016,4,9,19,1227 
2016,4,9,20,1043 
2016,4,9,21,759 
2016,4,9,22,467 
2016,4,9,23,255 
2016,4,10,0,186 
2016,4,10,1,288 
2016,4,10,2,548 
2016,4,10,3,914 
2016,4,10,4,1298 
2016,4,10,5,1602 
2016,4,10,6,1745 
2016,4,10,7,1686 
2016,4,10,8,1430 
2016,4,10,9,1026 
2016,4,10,10,565 
2016,4,10,11,148 
2016,4,10,12,-142 
2016,4,10,13,-255 
2016,4,10,14,-182 
2016,4,10,15,49 
2016,4,10,16,370 
2016,4,10,17,700 
2016,4,10,18,959 
2016,4,10,19,1092 
2016,4,10,20,1077 
2016,4,10,21,935 
2016,4,10,22,722 
2016,4,10,23,513 
2016,4,11,0,376 
2016,4,11,1,357 
2016,4,11,2,476 
2016,4,11,3,715 
2016,4,11,4,1023 
2016,4,11,5,1327 
2016,4,11,6,1552 
2016,4,11,7,1635 
2016,4,11,8,1549 
2016,4,11,9,1301 
2016,4,11,10,940 
2016,4,11,11,542 
2016,4,11,12,190 
2016,4,11,13,-55 
2016,4,11,14,-152 
2016,4,11,15,-97 
2016,4,11,16,84 
2016,4,11,17,339 
2016,4,11,18,606 
2016,4,11,19,825 
2016,4,11,20,952 
2016,4,11,21,967 
2016,4,11,22,886 
2016,4,11,23,750 
2016,4,12,0,614 
2016,4,12,1,527 
2016,4,12,2,527 
2016,4,12,3,627 
2016,4,12,4,810 
2016,4,12,5,1040 
2016,4,12,6,1264 
2016,4,12,7,1425 
2016,4,12,8,1479 
2016,4,12,9,1401 
2016,4,12,10,1197 
2016,4,12,11,903 
2016,4,12,12,579 
2016,4,12,13,284 
2016,4,12,14,68 
2016,4,12,15,-35 
2016,4,12,16,-18 
2016,4,12,17,102 
2016,4,12,18,294 
2016,4,12,19,514 
2016,4,12,20,716 
2016,4,12,21,859 
2016,4,12,22,920 
2016,4,12,23,902 
2016,4,13,0,830 
2016,4,13,1,742 
2016,4,13,2,675 
2016,4,13,3,660 
2016,4,13,4,711 
2016,4,13,5,823 
2016,4,13,6,976 
2016,4,13,7,1138 
2016,4,13,8,1267 
2016,4,13,9,1322 
2016,4,13,10,1281 
2016,4,13,11,1138 
2016,4,13,12,917 
2016,4,13,13,655 
2016,4,13,14,397 
2016,4,13,15,188 
2016,4,13,16,62 
2016,4,13,17,34 
2016,4,13,18,101 
2016,4,13,19,250 
2016,4,13,20,451 
2016,4,13,21,660 
2016,4,13,22,833 
2016,4,13,23,940 
2016,4,14,0,972 
2016,4,14,1,938 
2016,4,14,2,864 
2016,4,14,3,783 
2016,4,14,4,726 
2016,4,14,5,716 
2016,4,14,6,762 
2016,4,14,7,860 
2016,4,14,8,992 
2016,4,14,9,1119 
2016,4,14,10,1203 
2016,4,14,11,1212 
2016,4,14,12,1130 
2016,4,14,13,964 
2016,4,14,14,739 
2016,4,14,15,493 
2016,4,14,16,274 
2016,4,14,17,119 
2016,4,14,18,54 
2016,4,14,19,93 
2016,4,14,20,231 
2016,4,14,21,440 
2016,4,14,22,672 
2016,4,14,23,878 
2016,4,15,0,1018 
2016,4,15,1,1072 
2016,4,15,2,1041 
2016,4,15,3,947 
2016,4,15,4,825 
2016,4,15,5,715 
2016,4,15,6,650 
2016,4,15,7,653 
2016,4,15,8,730 
2016,4,15,9,864 
2016,4,15,10,1017 
2016,4,15,11,1142 
2016,4,15,12,1199 
2016,4,15,13,1159 
2016,4,15,14,1018 
2016,4,15,15,799 
2016,4,15,16,545 
2016,4,15,17,307 
2016,4,15,18,132 
2016,4,15,19,56 
2016,4,15,20,100 
2016,4,15,21,258 
2016,4,15,22,495 
2016,4,15,23,756 
2016,4,16,0,984 
2016,4,16,1,1132 
2016,4,16,2,1173 
2016,4,16,3,1108 
2016,4,16,4,965 
2016,4,16,5,789 
2016,4,16,6,631 
2016,4,16,7,535 
2016,4,16,8,529 
2016,4,16,9,620 
2016,4,16,10,784 
2016,4,16,11,976 
2016,4,16,12,1141 
2016,4,16,13,1226 
2016,4,16,14,1196 
2016,4,16,15,1048 
2016,4,16,16,812 
2016,4,16,17,539 
2016,4,16,18,289 
2016,4,16,19,118 
2016,4,16,20,65 
2016,4,16,21,145 
2016,4,16,22,346 
2016,4,16,23,619 
2016,4,17,0,901 
2016,4,17,1,1128 
2016,4,17,2,1249 
2016,4,17,3,1240 
2016,4,17,4,1113 
2016,4,17,5,907 
2016,4,17,6,681 
2016,4,17,7,496 
2016,4,17,8,401 
2016,4,17,9,421 
2016,4,17,10,553 
2016,4,17,11,765 
2016,4,17,12,996 
2016,4,17,13,1182 
2016,4,17,14,1265 
2016,4,17,15,1212 
2016,4,17,16,1034 
2016,4,17,17,770 
2016,4,17,18,483 
2016,4,17,19,243 
2016,4,17,20,106 
2016,4,17,21,106 
2016,4,17,22,246 
2016,4,17,23,497 
2016,4,18,0,800 
2016,4,18,1,1081 
2016,4,18,2,1275 
2016,4,18,3,1334 
2016,4,18,4,1248 
2016,4,18,5,1043 
2016,4,18,6,777 
2016,4,18,7,521 
2016,4,18,8,340 
2016,4,18,9,279 
2016,4,18,10,352 
2016,4,18,11,543 
2016,4,18,12,802 
2016,4,18,13,1057 
2016,4,18,14,1236 
2016,4,18,15,1285 
2016,4,18,16,1187 
2016,4,18,17,967 
2016,4,18,18,679 
2016,4,18,19,399 
2016,4,18,20,198 
2016,4,18,21,125 
2016,4,18,22,198 
2016,4,18,23,405 
2016,4,19,0,701 
2016,4,19,1,1013 
2016,4,19,2,1263 
2016,4,19,3,1389 
2016,4,19,4,1359 
2016,4,19,5,1181 
2016,4,19,6,902 
2016,4,19,7,596 
2016,4,19,8,340 
2016,4,19,9,195 
2016,4,19,10,194 
2016,4,19,11,337 
2016,4,19,12,587 
2016,4,19,13,878 
2016,4,19,14,1129 
2016,4,19,15,1271 
2016,4,19,16,1265 
2016,4,19,17,1111 
2016,4,19,18,855 
2016,4,19,19,564 
2016,4,19,20,319 
2016,4,19,21,185 
2016,4,19,22,194 
2016,4,19,23,347 
2016,4,20,0,614 
2016,4,20,1,934 
2016,4,20,2,1223 
2016,4,20,3,1408 
2016,4,20,4,1439 
2016,4,20,5,1307 
2016,4,20,6,1041 
2016,4,20,7,709 
2016,4,20,8,393 
2016,4,20,9,170 
2016,4,20,10,88 
2016,4,20,11,164 
2016,4,20,12,376 
2016,4,20,13,670 
2016,4,20,14,966 
2016,4,20,15,1183 
2016,4,20,16,1266 
2016,4,20,17,1194 
2016,4,20,18,992 
2016,4,20,19,719 
2016,4,20,20,455 
2016,4,20,21,273 
2016,4,20,22,224 
2016,4,20,23,320 
2016,4,21,0,545 
2016,4,21,1,851 
2016,4,21,2,1162 
2016,4,21,3,1394 
2016,4,21,4,1486 
2016,4,21,5,1410 
2016,4,21,6,1181 
2016,4,21,7,849 
2016,4,21,8,495 
2016,4,21,9,204 
2016,4,21,10,41 
2016,4,21,11,38 
2016,4,21,12,190 
2016,4,21,13,457 
2016,4,21,14,768 
2016,4,21,15,1038 
2016,4,21,16,1198 
2016,4,21,17,1211 
2016,4,21,18,1081 
2016,4,21,19,850 
2016,4,21,20,590 
2016,4,21,21,380 
2016,4,21,22,280 
2016,4,21,23,320 
2016,4,22,0,495 
2016,4,22,1,770 
2016,4,22,2,1083 
2016,4,22,3,1349 
2016,4,22,4,1496 
2016,4,22,5,1482 
2016,4,22,6,1306 
2016,4,22,7,1000 
2016,4,22,8,634 
2016,4,22,9,294 
2016,4,22,10,56 
2016,4,22,11,-30 
2016,4,22,12,47 
2016,4,22,13,261 
2016,4,22,14,557 
2016,4,22,15,853 
2016,4,22,16,1073 
2016,4,22,17,1164 
2016,4,22,18,1114 
2016,4,22,19,944 
2016,4,22,20,713 
2016,4,22,21,495 
2016,4,22,22,358 
2016,4,22,23,345 
2016,4,23,0,465 
2016,4,23,1,698 
2016,4,23,2,992 
2016,4,23,3,1275 
2016,4,23,4,1468 
2016,4,23,5,1516 
2016,4,23,6,1402 
2016,4,23,7,1145 
2016,4,23,8,796 
2016,4,23,9,433 
2016,4,23,10,137 
2016,4,23,11,-30 
2016,4,23,12,-38 
2016,4,23,13,104 
2016,4,23,14,356 
2016,4,23,15,648 
2016,4,23,16,904 
2016,4,23,17,1060 
2016,4,23,18,1088 
2016,4,23,19,992 
2016,4,23,20,811 
2016,4,23,21,608 
2016,4,23,22,453 
2016,4,23,23,395 
2016,4,24,0,459 
2016,4,24,1,640 
2016,4,24,2,899 
2016,4,24,3,1177 
2016,4,24,4,1401 
2016,4,24,5,1505 
2016,4,24,6,1459 
2016,4,24,7,1266 
2016,4,24,8,961 
2016,4,24,9,605 
2016,4,24,10,276 
2016,4,24,11,43 
2016,4,24,12,-50 
2016,4,24,13,6 
2016,4,24,14,189 
2016,4,24,15,445 
2016,4,24,16,708 
2016,4,24,17,909 
2016,4,24,18,1007 
2016,4,24,19,989 
2016,4,24,20,874 
2016,4,24,21,709 
2016,4,24,22,556 
2016,4,24,23,468 
2016,4,25,0,481 
2016,4,25,1,603 
2016,4,25,2,813 
2016,4,25,3,1066 
2016,4,25,4,1297 
2016,4,25,5,1446 
2016,4,25,6,1466 
2016,4,25,7,1348 
2016,4,25,8,1108 
2016,4,25,9,789 
2016,4,25,10,458 
2016,4,25,11,183 
2016,4,25,12,16 
2016,4,25,13,-18 
2016,4,25,14,78 
2016,4,25,15,272 
2016,4,25,16,508 
2016,4,25,17,725 
2016,4,25,18,876 
2016,4,25,19,931 
2016,4,25,20,893 
2016,4,25,21,786 
2016,4,25,22,658 
2016,4,25,23,560 
2016,4,26,0,533 
2016,4,26,1,596 
2016,4,26,2,746 
2016,4,26,3,954 
2016,4,26,4,1170 
2016,4,26,5,1340 
2016,4,26,6,1417 
2016,4,26,7,1375 
2016,4,26,8,1215 
2016,4,26,9,962 
2016,4,26,10,661 
2016,4,26,11,375 
2016,4,26,12,156 
2016,4,26,13,41 
2016,4,26,14,43 
2016,4,26,15,151 
2016,4,26,16,329 
2016,4,26,17,530 
2016,4,26,18,706 
2016,4,26,19,822 
2016,4,26,20,861 
2016,4,26,21,827 
2016,4,26,22,748 
2016,4,26,23,663 
2016,4,27,0,614 
2016,4,27,1,627 
2016,4,27,2,712 
2016,4,27,3,858 
2016,4,27,4,1035 
2016,4,27,5,1200 
2016,4,27,6,1312 
2016,4,27,7,1339 
2016,4,27,8,1264 
2016,4,27,9,1095 
2016,4,27,10,858 
2016,4,27,11,595 
2016,4,27,12,355 
2016,4,27,13,179 
2016,4,27,14,92 
2016,4,27,15,102 
2016,4,27,16,198 
2016,4,27,17,349 
2016,4,27,18,517 
2016,4,27,19,669 
2016,4,27,20,776 
2016,4,27,21,822 
2016,4,27,22,811 
2016,4,27,23,765 
2016,4,28,0,716 
2016,4,28,1,694 
2016,4,28,2,718 
2016,4,28,3,794 
2016,4,28,4,911 
2016,4,28,5,1043 
2016,4,28,6,1162 
2016,4,28,7,1236 
2016,4,28,8,1242 
2016,4,28,9,1168 
2016,4,28,10,1018 
2016,4,28,11,814 
2016,4,28,12,590 
2016,4,28,13,383 
2016,4,28,14,225 
2016,4,28,15,139 
2016,4,28,16,137 
2016,4,28,17,209 
2016,4,28,18,335 
2016,4,28,19,490 
2016,4,28,20,643 
2016,4,28,21,765 
2016,4,28,22,835 
2016,4,28,23,852 
2016,4,29,0,831 
2016,4,29,1,796 
2016,4,29,2,771 
2016,4,29,3,775 
2016,4,29,4,815 
2016,4,29,5,889 
2016,4,29,6,982 
2016,4,29,7,1074 
2016,4,29,8,1142 
2016,4,29,9,1160 
2016,4,29,10,1113 
2016,4,29,11,999 
2016,4,29,12,829 
2016,4,29,13,628 
2016,4,29,14,428 
2016,4,29,15,262 
2016,4,29,16,158 
2016,4,29,17,133 
2016,4,29,18,187 
2016,4,29,19,309 
2016,4,29,20,478 
2016,4,29,21,658 
2016,4,29,22,811 
2016,4,29,23,910 
2016,4,30,0,945 
2016,4,30,1,925 
2016,4,30,2,871 
2016,4,30,3,810 
2016,4,30,4,767 
2016,4,30,5,759 
2016,4,30,6,794 
2016,4,30,7,868 
2016,4,30,8,965 
2016,4,30,9,1058 
2016,4,30,10,1116 
2016,4,30,11,1112 
2016,4,30,12,1034 
2016,4,30,13,883 
2016,4,30,14,681 
2016,4,30,15,463 
2016,4,30,16,269 
2016,4,30,17,139 
2016,4,30,18,98 
2016,4,30,19,155 
2016,4,30,20,302 
2016,4,30,21,511 
2016,4,30,22,735 
2016,4,30,23,924 
2016,5,1,0,1041 
2016,5,1,1,1069 
2016,5,1,2,1018 
2016,5,1,3,911 
2016,5,1,4,786 
2016,5,1,5,681 
2016,5,1,6,627 
2016,5,1,7,642 
2016,5,1,8,726 
2016,5,1,9,860 
2016,5,1,10,1006 
2016,5,1,11,1120 
2016,5,1,12,1161 
2016,5,1,13,1106 
2016,5,1,14,950 
2016,5,1,15,721 
2016,5,1,16,465 
2016,5,1,17,237 
2016,5,1,18,88 
2016,5,1,19,52 
2016,5,1,20,141 
2016,5,1,21,340 
2016,5,1,22,607 
2016,5,1,23,880 
2016,5,2,0,1096 
2016,5,2,1,1208 
2016,5,2,2,1199 
2016,5,2,3,1079 
2016,5,2,4,889 
2016,5,2,5,682 
2016,5,2,6,515 
2016,5,2,7,431 
2016,5,2,8,453 
2016,5,2,9,577 
2016,5,2,10,774 
2016,5,2,11,989 
2016,5,2,12,1162 
2016,5,2,13,1236 
2016,5,2,14,1181 
2016,5,2,15,998 
2016,5,2,16,726 
2016,5,2,17,429 
2016,5,2,18,177 
2016,5,2,19,30 
2016,5,2,20,29 
2016,5,2,21,178 
2016,5,2,22,447 
2016,5,2,23,778 
2016,5,3,0,1091 
2016,5,3,1,1310 
2016,5,3,2,1385 
2016,5,3,3,1302 
2016,5,3,4,1085 
2016,5,3,5,795 
2016,5,3,6,507 
2016,5,3,7,292 
2016,5,3,8,202 
2016,5,3,9,258 
2016,5,3,10,445 
2016,5,3,11,717 
2016,5,3,12,1003 
2016,5,3,13,1221 
2016,5,3,14,1308 
2016,5,3,15,1232 
2016,5,3,16,1008 
2016,5,3,17,692 
2016,5,3,18,365 
2016,5,3,19,110 
2016,5,3,20,-4 
2016,5,3,21,55 
2016,5,3,22,278 
2016,5,3,23,621 
2016,5,4,0,1006 
2016,5,4,1,1338 
2016,5,4,2,1530 
2016,5,4,3,1536 
2016,5,4,4,1353 
2016,5,4,5,1027 
2016,5,4,6,640 
2016,5,4,7,285 
2016,5,4,8,46 
2016,5,4,9,-25 
2016,5,4,10,83 
2016,5,4,11,343 
2016,5,4,12,689 
2016,5,4,13,1031 
2016,5,4,14,1273 
2016,5,4,15,1350 
2016,5,4,16,1240 
2016,5,4,17,975 
2016,5,4,18,627 
2016,5,4,19,294 
2016,5,4,20,65 
2016,5,4,21,7 
2016,5,4,22,139 
2016,5,4,23,439 
2016,5,5,0,844 
2016,5,5,1,1260 
2016,5,5,2,1579 
2016,5,5,3,1715 
2016,5,5,4,1629 
2016,5,5,5,1339 
2016,5,5,6,911 
2016,5,5,7,447 
2016,5,5,8,54 
2016,5,5,9,-182 
2016,5,5,10,-216 
2016,5,5,11,-47 
2016,5,5,12,280 
2016,5,5,13,683 
2016,5,5,14,1054 
2016,5,5,15,1295 
2016,5,5,16,1347 
2016,5,5,17,1202 
2016,5,5,18,908 
2016,5,5,19,554 
2016,5,5,20,242 
2016,5,5,21,64 
2016,5,5,22,74 
2016,5,5,23,277 
2016,5,6,0,638 
2016,5,6,1,1081 
2016,5,6,2,1496 
2016,5,6,3,1771 
2016,5,6,4,1829 
2016,5,6,5,1648 
2016,5,6,6,1263 
2016,5,6,7,760 
2016,5,6,8,254 
2016,5,6,9,-145 
2016,5,6,10,-356 
2016,5,6,11,-342 
2016,5,6,12,-118 
2016,5,6,13,256 
2016,5,6,14,685 
2016,5,6,15,1056 
2016,5,6,16,1277 
2016,5,6,17,1299 
2016,5,6,18,1130 
2016,5,6,19,830 
2016,5,6,20,496 
2016,5,6,21,230 
2016,5,6,22,115 
2016,5,6,23,189 
2016,5,7,0,448 
2016,5,7,1,844 
2016,5,7,2,1290 
2016,5,7,3,1670 
2016,5,7,4,1878 
2016,5,7,5,1854 
2016,5,7,6,1592 
2016,5,7,7,1143 
2016,5,7,8,604 
2016,5,7,9,95 
2016,5,7,10,-280 
2016,5,7,11,-449 
2016,5,7,12,-390 
2016,5,7,13,-130 
2016,5,7,14,263 
2016,5,7,15,686 
2016,5,7,16,1032 
2016,5,7,17,1221 
2016,5,7,18,1219 
2016,5,7,19,1044 
2016,5,7,20,764 
2016,5,7,21,473 
2016,5,7,22,267 
2016,5,7,23,212 
2016,5,8,0,336 
2016,5,8,1,624 
2016,5,8,2,1021 
2016,5,8,3,1433 
2016,5,8,4,1750 
2016,5,8,5,1884 
2016,5,8,6,1790 
2016,5,8,7,1477 
2016,5,8,8,1004 
2016,5,8,9,473 
2016,5,8,10,-3 
2016,5,8,11,-331 
2016,5,8,12,-455 
2016,5,8,13,-364 
2016,5,8,14,-93 
2016,5,8,15,287 
2016,5,8,16,677 
2016,5,8,17,983 
2016,5,8,18,1141 
2016,5,8,19,1128 
2016,5,8,20,969 
2016,5,8,21,729 
2016,5,8,22,496 
2016,5,8,23,349 
2016,5,9,0,341 
2016,5,9,1,490 
2016,5,9,2,775 
2016,5,9,3,1137 
2016,5,9,4,1487 
2016,5,9,5,1730 
2016,5,9,6,1797 
2016,5,9,7,1658 
2016,5,9,8,1330 
2016,5,9,9,875 
2016,5,9,10,390 
2016,5,9,11,-27 
2016,5,9,12,-300 
2016,5,9,13,-386 
2016,5,9,14,-282 
2016,5,9,15,-25 
2016,5,9,16,316 
2016,5,9,17,657 
2016,5,9,18,923 
2016,5,9,19,1059 
2016,5,9,20,1052 
2016,5,9,21,925 
2016,5,9,22,738 
2016,5,9,23,562 
2016,5,10,0,462 
2016,5,10,1,480 
2016,5,10,2,626 
2016,5,10,3,876 
2016,5,10,4,1176 
2016,5,10,5,1450 
2016,5,10,6,1623 
2016,5,10,7,1643 
2016,5,10,8,1490 
2016,5,10,9,1183 
2016,5,10,10,780 
2016,5,10,11,364 
2016,5,10,12,15 
2016,5,10,13,-207 
2016,5,10,14,-268 
2016,5,10,15,-171 
2016,5,10,16,51 
2016,5,10,17,342 
2016,5,10,18,634 
2016,5,10,19,867 
2016,5,10,20,996 
2016,5,10,21,1008 
2016,5,10,22,923 
2016,5,10,23,787 
2016,5,11,0,658 
2016,5,11,1,586 
2016,5,11,2,605 
2016,5,11,3,721 
2016,5,11,4,913 
2016,5,11,5,1139 
2016,5,11,6,1340 
2016,5,11,7,1461 
2016,5,11,8,1460 
2016,5,11,9,1322 
2016,5,11,10,1062 
2016,5,11,11,730 
2016,5,11,12,390 
2016,5,11,13,104 
2016,5,11,14,-79 
2016,5,11,15,-133 
2016,5,11,16,-57 
2016,5,11,17,122 
2016,5,11,18,365 
2016,5,11,19,621 
2016,5,11,20,836 
2016,5,11,21,970 
2016,5,11,22,1008 
2016,5,11,23,963 
2016,5,12,0,867 
2016,5,12,1,764 
2016,5,12,2,696 
2016,5,12,3,692 
2016,5,12,4,759 
2016,5,12,5,884 
2016,5,12,6,1041 
2016,5,12,7,1188 
2016,5,12,8,1281 
2016,5,12,9,1285 
2016,5,12,10,1183 
2016,5,12,11,985 
2016,5,12,12,725 
2016,5,12,13,451 
2016,5,12,14,212 
2016,5,12,15,50 
2016,5,12,16,-8 
2016,5,12,17,41 
2016,5,12,18,184 
2016,5,12,19,395 
2016,5,12,20,631 
2016,5,12,21,843 
2016,5,12,22,990 
2016,5,12,23,1053 
2016,5,13,0,1034 
2016,5,13,1,957 
2016,5,13,2,856 
2016,5,13,3,768 
2016,5,13,4,723 
2016,5,13,5,733 
2016,5,13,6,800 
2016,5,13,7,908 
2016,5,13,8,1027 
2016,5,13,9,1118 
2016,5,13,10,1147 
2016,5,13,11,1092 
2016,5,13,12,953 
2016,5,13,13,752 
2016,5,13,14,524 
2016,5,13,15,312 
2016,5,13,16,158 
2016,5,13,17,91 
2016,5,13,18,120 
2016,5,13,19,246 
2016,5,13,20,446 
2016,5,13,21,681 
2016,5,13,22,898 
2016,5,13,23,1057 
2016,5,14,0,1131 
2016,5,14,1,1118 
2016,5,14,2,1032 
2016,5,14,3,907 
2016,5,14,4,781 
2016,5,14,5,688 
2016,5,14,6,652 
2016,5,14,7,681 
2016,5,14,8,769 
2016,5,14,9,888 
2016,5,14,10,999 
2016,5,14,11,1063 
2016,5,14,12,1053 
2016,5,14,13,958 
2016,5,14,14,791 
2016,5,14,15,585 
2016,5,14,16,384 
2016,5,14,17,232 
2016,5,14,18,161 
2016,5,14,19,190 
2016,5,14,20,320 
2016,5,14,21,531 
2016,5,14,22,775 
2016,5,14,23,1000 
2016,5,15,0,1160 
2016,5,15,1,1225 
2016,5,15,2,1189 
2016,5,15,3,1068 
2016,5,15,4,898 
2016,5,15,5,726 
2016,5,15,6,593 
2016,5,15,7,531 
2016,5,15,8,552 
2016,5,15,9,649 
2016,5,15,10,792 
2016,5,15,11,936 
2016,5,15,12,1035 
2016,5,15,13,1054 
2016,5,15,14,977 
2016,5,15,15,820 
2016,5,15,16,618 
2016,5,15,17,419 
2016,5,15,18,273 
2016,5,15,19,215 
2016,5,15,20,265 
2016,5,15,21,423 
2016,5,15,22,657 
2016,5,15,23,914 
2016,5,16,0,1137 
2016,5,16,1,1279 
2016,5,16,2,1308 
2016,5,16,3,1221 
2016,5,16,4,1043 
2016,5,16,5,820 
2016,5,16,6,608 
2016,5,16,7,455 
2016,5,16,8,395 
2016,5,16,9,438 
2016,5,16,10,570 
2016,5,16,11,752 
2016,5,16,12,929 
2016,5,16,13,1049 
2016,5,16,14,1073 
2016,5,16,15,991 
2016,5,16,16,824 
2016,5,16,17,615 
2016,5,16,18,421 
2016,5,16,19,294 
2016,5,16,20,271 
2016,5,16,21,364 
2016,5,16,22,561 
2016,5,16,23,822 
2016,5,17,0,1085 
2016,5,17,1,1289 
2016,5,17,2,1387 
2016,5,17,3,1352 
2016,5,17,4,1193 
2016,5,17,5,949 
2016,5,17,6,678 
2016,5,17,7,445 
2016,5,17,8,299 
2016,5,17,9,271 
2016,5,17,10,361 
2016,5,17,11,544 
2016,5,17,12,766 
2016,5,17,13,964 
2016,5,17,14,1082 
2016,5,17,15,1087 
2016,5,17,16,980 
2016,5,17,17,794 
2016,5,17,18,581 
2016,5,17,19,405 
2016,5,17,20,318 
2016,5,17,21,347 
2016,5,17,22,495 
2016,5,17,23,736 
2016,5,18,0,1016 
2016,5,18,1,1267 
2016,5,18,2,1428 
2016,5,18,3,1455 
2016,5,18,4,1336 
2016,5,18,5,1096 
2016,5,18,6,791 
2016,5,18,7,492 
2016,5,18,8,264 
2016,5,18,9,156 
2016,5,18,10,184 
2016,5,18,11,337 
2016,5,18,12,571 
2016,5,18,13,820 
2016,5,18,14,1017 
2016,5,18,15,1110 
2016,5,18,16,1078 
2016,5,18,17,937 
2016,5,18,18,733 
2016,5,18,19,529 
2016,5,18,20,391 
2016,5,18,21,361 
2016,5,18,22,456 
2016,5,18,23,661 
2016,5,19,0,938 
2016,5,19,1,1219 
2016,5,19,2,1433 
2016,5,19,3,1523 
2016,5,19,4,1459 
2016,5,19,5,1248 
2016,5,19,6,935 
2016,5,19,7,590 
2016,5,19,8,289 
2016,5,19,9,98 
2016,5,19,10,51 
2016,5,19,11,150 
2016,5,19,12,366 
2016,5,19,13,639 
2016,5,19,14,894 
2016,5,19,15,1065 
2016,5,19,16,1114 
2016,5,19,17,1036 
2016,5,19,18,863 
2016,5,19,19,656 
2016,5,19,20,481 
2016,5,19,21,399 
2016,5,19,22,438 
2016,5,19,23,599 
2016,5,20,0,854 
2016,5,20,1,1148 
2016,5,20,2,1404 
2016,5,20,3,1553 
2016,5,20,4,1552 
2016,5,20,5,1390 
2016,5,20,6,1095 
2016,5,20,7,729 
2016,5,20,8,373 
2016,5,20,9,103 
2016,5,20,10,-28 
2016,5,20,11,1 
2016,5,20,12,172 
2016,5,20,13,439 
2016,5,20,14,727 
2016,5,20,15,962 
2016,5,20,16,1088 
2016,5,20,17,1083 
2016,5,20,18,962 
2016,5,20,19,773 
