 01 Jan 2016, 0.00, 11.60
 02 Jan 2016, 0.00, 9.37
 03 Jan 2016, 0.00, 8.75
 04 Jan 2016, 0.00, 8.06
 05 Jan 2016, 0.00, 12.00
 06 Jan 2016, 0.00, 15.30
 07 Jan 2016, 29.20, 9.90
 08 Jan 2016, 13.63, 11.24
 09 Jan 2016, 90.26, 6.77
 10 Jan 2016, 0.00, 5.10
 11 Jan 2016, 0.00, 7.81
 12 Jan 2016, 0.00, 2.31
 13 Jan 2016, 0.00, 3.44
 14 Jan 2016, 0.00, 3.37
 15 Jan 2016, 0.00, 3.18
 16 Jan 2016, 0.00, 9.46
 17 Jan 2016, 0.00, 6.41
 18 Jan 2016, 0.00, 5.53
 19 Jan 2016, 0.00, 5.64
 20 Jan 2016, 0.00, 5.17
 21 Jan 2016, 0.00, 5.02
 22 Jan 2016, 0.00, 3.74
 23 Jan 2016, 0.00, 4.79
 24 Jan 2016, 0.00, 3.45
 25 Jan 2016, 0.00, 5.03
 26 Jan 2016, 0.00, 6.66
 27 Jan 2016, 3.80, 6.07
 28 Jan 2016, 0.00, 5.10
 29 Jan 2016, 0.00, 5.74
 30 Jan 2016, 0.00, 4.28
 31 Jan 2016, 0.00, 7.05
 01 Feb 2016, 0.00, 5.69
 02 Feb 2016, 0.00, 6.00
 03 Feb 2016, 0.00, 3.78
 04 Feb 2016, 0.00, 2.58
 05 Feb 2016, 0.00, 2.00
 06 Feb 2016, 0.00, 1.54
 07 Feb 2016, 0.00, 2.39
 08 Feb 2016, 0.00, 4.42
 09 Feb 2016, 0.00, 4.39
 10 Feb 2016, 0.00, 5.77
 11 Feb 2016, 0.00, 4.20
 12 Feb 2016, 0.00, 3.42
 14 Feb 2016, 0.00, 5.72
 15 Feb 2016, 0.00, 5.42
 16 Feb 2016, 0.00, 4.63
 17 Feb 2016, 0.00, 4.67
 18 Feb 2016, 0.00, 5.75
 19 Feb 2016, 0.00, 6.46
 20 Feb 2016, 0.00, 13.57
 21 Feb 2016, 0.00, 11.41
 22 Feb 2016, 0.00, 9.68
 23 Feb 2016, 0.00, 3.76
 24 Feb 2016, 0.00, 7.15
 25 Feb 2016, 0.00, 3.51
 26 Feb 2016, 0.00, 4.43
 27 Feb 2016, 0.00, 5.50
 28 Feb 2016, 0.00, 5.66
 01 Mar 2016, 0.00, 6.57
 02 Mar 2016, 0.00, 6.16
 03 Mar 2016, 0.00, 4.48
 04 Mar 2016, 0.00, 5.53
 05 Mar 2016, 0.00, 3.64
