Date Time, Water Level, Sigma, I, L 
2017-02-07 19:00,0.785,0.039,0,0
2017-02-07 20:00,0.335,0.036,0,0
2017-02-07 21:00,0.065,0.030,0,0
2017-02-07 22:00,-0.063,0.029,0,0
2017-02-07 23:00,-0.053,0.033,0,0
2017-02-08 00:00,0.123,0.036,0,0
2017-02-08 01:00,0.457,0.043,0,0
2017-02-08 02:00,0.778,0.049,0,0
2017-02-08 03:00,1.084,0.052,0,0
2017-02-08 04:00,1.238,0.052,0,0
2017-02-08 05:00,1.271,0.054,0,0
2017-02-08 06:00,1.240,0.053,0,0
2017-02-08 07:00,1.083,0.040,0,0
2017-02-08 08:00,0.904,0.040,0,0
2017-02-08 09:00,0.745,0.038,0,0
2017-02-08 10:00,0.725,0.043,0,0
2017-02-08 11:00,0.870,0.052,0,0
2017-02-08 12:00,1.109,0.044,0,0
2017-02-08 13:00,1.443,0.045,0,0
2017-02-08 14:00,1.718,0.071,0,0
2017-02-08 15:00,1.928,0.043,0,0
2017-02-08 16:00,1.966,0.053,0,0
2017-02-08 17:00,1.852,0.054,0,0
2017-02-08 18:00,1.540,0.040,0,0
2017-02-08 19:00,1.078,0.060,0,0
2017-02-08 20:00,0.612,0.046,0,0
2017-02-08 21:00,0.199,0.038,0,0
2017-02-08 22:00,-0.130,0.037,0,0
2017-02-08 23:00,-0.234,0.031,0,0
2017-02-09 00:00,-0.131,0.030,0,0
2017-02-09 01:00,0.139,0.039,0,0
2017-02-09 02:00,0.472,0.038,0,0
2017-02-09 03:00,0.865,0.076,0,0
2017-02-09 04:00,1.175,0.064,0,0
2017-02-09 05:00,1.331,0.047,0,0
2017-02-09 06:00,1.352,0.059,0,0
2017-02-09 07:00,1.229,0.039,0,0
2017-02-09 08:00,1.073,0.048,0,0
2017-02-09 09:00,0.889,0.036,0,0
2017-02-09 10:00,0.768,0.047,0,0
2017-02-09 11:00,0.760,0.039,0,0
2017-02-09 12:00,0.878,0.046,0,0
2017-02-09 13:00,1.183,0.042,0,0
2017-02-09 14:00,1.537,0.052,0,0
2017-02-09 15:00,1.813,0.052,0,0
2017-02-09 16:00,2.015,0.038,0,0
2017-02-09 17:00,2.053,0.061,0,0
2017-02-09 18:00,1.856,0.031,0,0
2017-02-09 19:00,1.498,0.039,0,0
2017-02-09 20:00,1.019,0.052,0,0
2017-02-09 21:00,0.533,0.037,0,0
2017-02-09 22:00,0.127,0.040,0,0
2017-02-09 23:00,-0.147,0.029,0,0
2017-02-10 00:00,-0.216,0.029,0,0
2017-02-10 01:00,-0.038,0.034,0,0
2017-02-10 02:00,0.302,0.040,0,0
2017-02-10 03:00,0.672,0.042,0,0
2017-02-10 04:00,0.994,0.051,0,0
2017-02-10 05:00,1.310,0.044,0,0
2017-02-10 06:00,1.511,0.056,0,0
2017-02-10 07:00,1.389,0.071,0,0
2017-02-10 08:00,1.210,0.050,0,0
2017-02-10 09:00,1.075,0.052,0,0
2017-02-10 10:00,0.815,0.051,0,0
2017-02-10 11:00,0.741,0.052,0,0
2017-02-10 12:00,0.760,0.050,0,0
2017-02-10 13:00,0.886,0.041,0,0
2017-02-10 14:00,1.217,0.047,0,0
2017-02-10 15:00,1.553,0.046,0,0
2017-02-10 16:00,1.821,0.052,0,0
2017-02-10 17:00,2.033,0.049,0,0
2017-02-10 18:00,1.967,0.048,0,0
2017-02-10 19:00,1.758,0.066,0,0
2017-02-10 20:00,1.348,0.052,0,0
2017-02-10 21:00,0.817,0.051,0,0
2017-02-10 22:00,0.391,0.040,0,0
2017-02-10 23:00,-0.001,0.038,0,0
2017-02-11 00:00,-0.196,0.039,0,0
2017-02-11 01:00,-0.186,0.033,0,0
2017-02-11 02:00,0.027,0.037,0,0
2017-02-11 03:00,0.375,0.046,0,0
2017-02-11 04:00,0.774,0.052,0,0
2017-02-11 05:00,1.135,0.059,0,0
2017-02-11 06:00,1.370,0.053,0,0
2017-02-11 07:00,1.443,0.060,0,0
2017-02-11 08:00,1.375,0.056,0,0
2017-02-11 09:00,1.164,0.065,0,0
2017-02-11 10:00,0.912,0.051,0,0
2017-02-11 11:00,0.696,0.056,0,0
2017-02-11 12:00,0.597,0.047,0,0
2017-02-11 13:00,0.648,0.057,0,0
2017-02-11 14:00,0.844,0.044,0,0
2017-02-11 15:00,1.163,0.076,0,0
2017-02-11 16:00,1.494,0.065,0,0
2017-02-11 17:00,1.730,0.076,0,0
2017-02-11 18:00,1.846,0.078,0,0
2017-02-11 19:00,1.814,0.089,0,0
2017-02-11 20:00,1.539,0.070,0,0
2017-02-11 21:00,1.105,0.076,0,0
2017-02-11 22:00,0.644,0.061,0,0
2017-02-11 23:00,0.217,0.064,0,0
2017-02-12 00:00,-0.080,0.051,0,0
2017-02-12 01:00,-0.204,0.044,0,0
2017-02-12 02:00,-0.126,0.058,0,0
2017-02-12 03:00,0.127,0.052,0,0
2017-02-12 04:00,0.502,0.049,0,0
2017-02-12 05:00,0.879,0.054,0,0
2017-02-12 06:00,1.216,0.059,0,0
2017-02-12 07:00,1.398,0.051,0,0
2017-02-12 08:00,1.411,0.061,0,0
2017-02-12 09:00,1.266,0.063,0,0
2017-02-12 10:00,1.020,0.060,0,0
2017-02-12 11:00,0.778,0.054,0,0
2017-02-12 12:00,0.582,0.046,0,0
2017-02-12 13:00,0.508,0.047,0,0
2017-02-12 14:00,0.590,0.054,0,0
2017-02-12 15:00,0.799,0.060,0,0
2017-02-12 16:00,1.120,0.063,0,0
2017-02-12 17:00,1.439,0.056,0,0
2017-02-12 18:00,1.654,0.045,0,0
2017-02-12 19:00,1.708,0.062,0,0
2017-02-12 20:00,1.599,0.065,0,0
2017-02-12 21:00,1.314,0.059,0,0
2017-02-12 22:00,0.946,0.066,0,0
2017-02-12 23:00,0.525,0.059,0,0
2017-02-13 00:00,0.175,0.049,0,0
2017-02-13 01:00,-0.056,0.041,0,0
2017-02-13 02:00,-0.101,0.035,0,0
2017-02-13 03:00,0.065,0.061,0,0
2017-02-13 04:00,0.360,0.047,0,0
2017-02-13 05:00,0.731,0.074,0,0
2017-02-13 06:00,1.089,0.077,0,0
2017-02-13 07:00,1.327,0.044,0,0
2017-02-13 08:00,1.447,0.050,0,0
2017-02-13 09:00,1.402,0.048,0,0
2017-02-13 10:00,1.220,0.068,0,0
2017-02-13 11:00,0.973,0.059,0,0
2017-02-13 12:00,0.697,0.074,0,0
2017-02-13 13:00,0.552,0.068,0,0
2017-02-13 14:00,0.533,0.062,0,0
2017-02-13 15:00,0.648,0.052,0,0
2017-02-13 16:00,0.855,0.061,0,0
2017-02-13 17:00,1.146,0.067,0,0
2017-02-13 18:00,1.402,0.093,0,0
2017-02-13 19:00,1.565,0.064,0,0
2017-02-13 20:00,1.582,0.065,0,0
2017-02-13 21:00,1.451,0.063,0,0
2017-02-13 22:00,1.181,0.084,0,0
2017-02-13 23:00,0.862,0.097,0,0
2017-02-14 00:00,0.466,0.062,0,0
2017-02-14 01:00,0.207,0.055,0,0
2017-02-14 02:00,0.099,0.054,0,0
2017-02-14 03:00,0.137,0.057,0,0
2017-02-14 04:00,0.346,0.052,0,0
2017-02-14 05:00,0.624,0.068,0,0
2017-02-14 06:00,0.925,0.063,0,0
2017-02-14 07:00,1.238,0.060,0,0
2017-02-14 08:00,1.411,0.055,0,0
2017-02-14 09:00,1.468,0.051,0,0
2017-02-14 10:00,1.366,0.055,0,0
2017-02-14 11:00,1.163,0.060,0,0
2017-02-14 12:00,0.919,0.047,0,0
2017-02-14 13:00,0.712,0.038,0,0
2017-02-14 14:00,0.571,0.043,0,0
2017-02-14 15:00,0.563,0.047,0,0
2017-02-14 16:00,0.666,0.046,0,0
2017-02-14 17:00,0.901,0.043,0,0
2017-02-14 18:00,1.131,0.056,0,0
2017-02-14 19:00,1.309,0.045,0,0
2017-02-14 20:00,1.438,0.051,0,0
2017-02-14 21:00,1.425,0.056,0,0
2017-02-14 22:00,1.266,0.039,0,0
2017-02-14 23:00,1.004,0.040,0,0
2017-02-15 00:00,0.751,0.044,0,0
2017-02-15 01:00,0.462,0.045,0,0
2017-02-15 02:00,0.267,0.034,0,0
2017-02-15 03:00,0.225,0.030,0,0
2017-02-15 04:00,0.333,0.036,0,0
2017-02-15 05:00,0.534,0.034,0,0
2017-02-15 06:00,0.820,0.039,0,0
2017-02-15 07:00,1.097,0.035,0,0
2017-02-15 08:00,1.366,0.037,0,0
2017-02-15 09:00,1.471,0.038,0,0
2017-02-15 10:00,1.477,0.034,0,0
2017-02-15 11:00,1.341,0.041,0,0
2017-02-15 12:00,1.158,0.044,0,0
2017-02-15 13:00,0.896,0.031,0,0
2017-02-15 14:00,0.699,0.040,0,0
2017-02-15 15:00,0.577,0.042,0,0
2017-02-15 16:00,0.582,0.042,0,0
2017-02-15 17:00,0.663,0.045,0,0
2017-02-15 18:00,0.843,0.051,0,0
2017-02-15 19:00,1.023,0.048,0,0
2017-02-15 20:00,1.229,0.047,0,0
2017-02-15 21:00,1.286,0.045,0,0
2017-02-15 22:00,1.256,0.045,0,0
2017-02-15 23:00,1.135,0.045,0,0
2017-02-16 00:00,0.947,0.051,0,0
2017-02-16 01:00,0.713,0.044,0,0
2017-02-16 02:00,0.554,0.054,0,0
2017-02-16 03:00,0.449,0.050,0,0
2017-02-16 04:00,0.484,0.043,0,0
2017-02-16 05:00,0.603,0.050,0,0
2017-02-16 06:00,0.810,0.052,0,0
2017-02-16 07:00,1.062,0.044,0,0
2017-02-16 08:00,1.292,0.056,0,0
2017-02-16 09:00,1.485,0.053,0,0
2017-02-16 10:00,1.502,0.058,0,0
2017-02-16 11:00,1.469,0.049,0,0
2017-02-16 12:00,1.320,0.068,0,0
2017-02-16 13:00,1.152,0.062,0,0
2017-02-16 14:00,0.949,0.049,0,0
2017-02-16 15:00,0.754,0.083,0,0
2017-02-16 16:00,0.666,0.075,0,0
2017-02-16 17:00,0.651,0.087,0,0
2017-02-16 18:00,0.737,0.086,0,0
2017-02-16 19:00,0.836,0.103,0,0
2017-02-16 20:00,1.066,0.108,0,0
2017-02-16 21:00,1.133,0.077,0,0
2017-02-16 22:00,1.232,0.104,0,0
2017-02-16 23:00,1.213,0.080,0,0
2017-02-17 00:00,1.088,0.063,0,0
2017-02-17 01:00,0.950,0.079,0,0
2017-02-17 02:00,0.875,0.061,0,0
2017-02-17 03:00,0.737,0.068,0,0
2017-02-17 04:00,0.650,0.067,0,0
2017-02-17 05:00,0.683,0.071,0,0
2017-02-17 06:00,0.906,0.067,0,0
2017-02-17 07:00,1.059,0.122,0,0
2017-02-17 08:00,1.288,0.116,0,0
2017-02-17 09:00,1.467,0.112,0,0
2017-02-17 10:00,1.617,0.071,0,0
2017-02-17 11:00,1.672,0.087,0,0
2017-02-17 12:00,1.554,0.114,0,0
2017-02-17 13:00,1.552,0.082,0,0
2017-02-17 14:00,1.344,0.095,0,0
2017-02-17 15:00,1.141,0.100,0,0
2017-02-17 16:00,0.972,0.075,0,0
2017-02-17 17:00,0.907,0.061,0,0
2017-02-17 18:00,0.885,0.082,0,0
2017-02-17 19:00,0.961,0.064,0,0
2017-02-17 20:00,1.024,0.062,0,0
2017-02-17 21:00,1.218,0.052,0,0
2017-02-17 22:00,1.338,0.077,0,0
2017-02-17 23:00,1.405,0.066,0,0
2017-02-18 00:00,1.416,0.060,0,0
2017-02-18 01:00,1.358,0.054,0,0
2017-02-18 02:00,1.306,0.074,0,0
2017-02-18 03:00,1.183,0.061,0,0
2017-02-18 04:00,1.098,0.072,0,0
2017-02-18 05:00,1.075,0.052,0,0
2017-02-18 06:00,1.084,0.048,0,0
2017-02-18 07:00,1.192,0.049,0,0
2017-02-18 08:00,1.349,0.051,0,0
2017-02-18 09:00,1.509,0.072,0,0
2017-02-18 10:00,1.647,0.044,0,0
2017-02-18 11:00,1.733,0.063,0,0
2017-02-18 12:00,1.760,0.078,0,0
2017-02-18 13:00,1.674,0.081,0,0
2017-02-18 14:00,1.519,0.074,0,0
2017-02-18 15:00,1.323,0.092,0,0
2017-02-18 16:00,1.066,0.125,0,0
2017-02-18 17:00,0.899,0.130,0,0
2017-02-18 18:00,0.787,0.123,0,0
2017-02-18 19:00,0.704,0.131,0,0
2017-02-18 20:00,0.704,0.140,0,0
2017-02-18 21:00,0.831,0.147,0,0
2017-02-18 22:00,0.936,0.106,0,0
2017-02-18 23:00,1.032,0.098,0,0
2017-02-19 00:00,1.097,0.101,0,0
2017-02-19 01:00,1.146,0.083,0,0
2017-02-19 02:00,1.113,0.084,0,0
2017-02-19 03:00,1.062,0.110,0,0
2017-02-19 04:00,1.012,0.094,0,0
2017-02-19 05:00,0.935,0.070,0,0
2017-02-19 06:00,0.888,0.078,0,0
2017-02-19 07:00,0.928,0.096,0,0
2017-02-19 08:00,1.045,0.069,0,0
2017-02-19 09:00,1.170,0.061,0,0
2017-02-19 10:00,1.364,0.071,0,0
2017-02-19 11:00,1.503,0.075,0,0
2017-02-19 12:00,1.586,0.082,0,0
2017-02-19 13:00,1.553,0.077,0,0
2017-02-19 14:00,1.476,0.059,0,0
2017-02-19 15:00,1.328,0.064,0,0
2017-02-19 16:00,1.077,0.044,0,0
2017-02-19 17:00,0.870,0.055,0,0
2017-02-19 18:00,0.701,0.053,0,0
2017-02-19 19:00,0.518,0.055,0,0
2017-02-19 20:00,0.488,0.051,0,0
2017-02-19 21:00,0.500,0.058,0,0
2017-02-19 22:00,0.599,0.045,0,0
2017-02-19 23:00,0.774,0.036,0,0
2017-02-20 00:00,0.923,0.048,0,0
2017-02-20 01:00,1.028,0.041,0,0
2017-02-20 02:00,1.102,0.040,0,0
2017-02-20 03:00,1.128,0.047,0,0
2017-02-20 04:00,1.110,0.039,0,0
2017-02-20 05:00,1.056,0.052,0,0
2017-02-20 06:00,1.012,0.047,0,0
2017-02-20 07:00,0.973,0.054,0,0
2017-02-20 08:00,1.006,0.051,0,0
2017-02-20 09:00,1.115,0.053,0,0
2017-02-20 10:00,1.251,0.078,0,0
2017-02-20 11:00,1.378,0.073,0,0
2017-02-20 12:00,1.543,0.083,0,0
2017-02-20 13:00,1.577,0.081,0,0
2017-02-20 14:00,1.602,0.084,0,0
2017-02-20 15:00,1.522,0.104,0,0
2017-02-20 16:00,1.331,0.063,0,0
2017-02-20 17:00,1.045,0.090,0,0
2017-02-20 18:00,0.751,0.111,0,0
2017-02-20 19:00,0.568,0.106,0,0
2017-02-20 20:00,0.357,0.135,0,0
2017-02-20 21:00,0.346,0.095,0,0
2017-02-20 22:00,0.343,0.075,0,0
2017-02-20 23:00,0.619,0.080,0,0
2017-02-21 00:00,0.721,0.110,0,0
2017-02-21 01:00,0.948,0.083,0,0
2017-02-21 02:00,1.026,0.098,0,0
2017-02-21 03:00,1.157,0.107,0,0
2017-02-21 04:00,1.177,0.090,0,0
2017-02-21 05:00,1.130,0.072,0,0
2017-02-21 06:00,1.088,0.056,0,0
2017-02-21 07:00,0.957,0.084,0,0
2017-02-21 08:00,1.004,0.070,0,0
2017-02-21 09:00,1.008,0.084,0,0
2017-02-21 10:00,1.065,0.072,0,0
2017-02-21 11:00,1.230,0.080,0,0
2017-02-21 12:00,1.368,0.061,0,0
2017-02-21 13:00,1.536,0.049,0,0
2017-02-21 14:00,1.622,0.075,0,0
2017-02-21 15:00,1.596,0.067,0,0
2017-02-21 16:00,1.443,0.074,0,0
2017-02-21 17:00,1.189,0.092,0,0
2017-02-21 18:00,0.930,0.074,0,0
2017-02-21 19:00,0.614,0.062,0,0
2017-02-21 20:00,0.359,0.063,0,0
2017-02-21 21:00,0.184,0.054,0,0
2017-02-21 22:00,0.163,0.050,0,0
2017-02-21 23:00,0.255,0.046,0,0
2017-02-22 00:00,0.456,0.043,0,0
2017-02-22 01:00,0.679,0.042,0,0
2017-02-22 02:00,0.898,0.049,0,0
2017-02-22 03:00,1.076,0.055,0,0
2017-02-22 04:00,1.150,0.049,0,0
2017-02-22 05:00,1.136,0.054,0,0
2017-02-22 06:00,1.093,0.059,0,0
2017-02-22 07:00,0.980,0.063,0,0
2017-02-22 08:00,0.884,0.061,0,0
2017-02-22 09:00,0.842,0.060,0,0
2017-02-22 10:00,0.909,0.051,0,0
2017-02-22 11:00,1.047,0.075,0,0
2017-02-22 12:00,1.198,0.058,0,0
2017-02-22 13:00,1.369,0.050,0,0
2017-02-22 14:00,1.550,0.066,0,0
2017-02-22 15:00,1.590,0.065,0,0
2017-02-22 16:00,1.566,0.074,0,0
2017-02-22 17:00,1.376,0.064,0,0
2017-02-22 18:00,1.073,0.062,0,0
2017-02-22 19:00,0.811,0.055,0,0
2017-02-22 20:00,0.496,0.060,0,0
2017-02-22 21:00,0.230,0.060,0,0
2017-02-22 22:00,0.060,0.080,0,0
2017-02-22 23:00,0.114,0.056,0,0
2017-02-23 00:00,0.254,0.062,0,0
2017-02-23 01:00,0.476,0.075,0,0
2017-02-23 02:00,0.763,0.075,0,0
2017-02-23 03:00,1.004,0.078,0,0
2017-02-23 04:00,1.139,0.069,0,0
2017-02-23 05:00,1.199,0.067,0,0
2017-02-23 06:00,1.155,0.059,0,0
2017-02-23 07:00,1.037,0.049,0,0
2017-02-23 08:00,0.906,0.056,0,0
2017-02-23 09:00,0.806,0.049,0,0
2017-02-23 10:00,0.786,0.059,0,0
2017-02-23 11:00,0.858,0.061,0,0
2017-02-23 12:00,1.034,0.054,0,0
2017-02-23 13:00,1.256,0.063,0,0
2017-02-23 14:00,1.477,0.077,0,0
2017-02-23 15:00,1.624,0.077,0,0
2017-02-23 16:00,1.655,0.000,0,0
2017-02-23 17:00,1.519,0.000,0,0
2017-02-23 18:00,1.290,0.068,0,0
2017-02-23 19:00,0.976,0.059,0,0
2017-02-23 20:00,0.602,0.056,0,0
2017-02-23 21:00,0.250,0.048,0,0
2017-02-23 22:00,0.034,0.059,0,0
2017-02-23 23:00,-0.024,0.066,0,0
2017-02-24 00:00,0.079,0.056,0,0
2017-02-24 01:00,0.288,0.061,0,0
2017-02-24 02:00,0.602,0.066,0,0
2017-02-24 03:00,0.861,0.063,0,0
2017-02-24 04:00,1.105,0.058,0,0
2017-02-24 05:00,1.211,0.053,0,0
2017-02-24 06:00,1.214,0.049,0,0
2017-02-24 07:00,1.114,0.050,0,0
2017-02-24 08:00,0.930,0.058,0,0
2017-02-24 09:00,0.780,0.048,0,0
2017-02-24 10:00,0.675,0.056,0,0
2017-02-24 11:00,0.691,0.056,0,0
2017-02-24 12:00,0.826,0.048,0,0
2017-02-24 13:00,1.031,0.050,0,0
2017-02-24 14:00,1.284,0.055,0,0
2017-02-24 15:00,1.518,0.046,0,0
2017-02-24 16:00,1.639,0.042,0,0
2017-02-24 17:00,1.634,0.054,0,0
2017-02-24 18:00,1.454,0.047,0,0
2017-02-24 19:00,1.145,0.047,0,0
2017-02-24 20:00,0.767,0.051,0,0
2017-02-24 21:00,0.403,0.053,0,0
2017-02-24 22:00,0.085,0.057,0,0
2017-02-24 23:00,-0.102,0.051,0,0
2017-02-25 00:00,-0.102,0.049,0,0
2017-02-25 01:00,0.064,0.053,0,0
2017-02-25 02:00,0.339,0.049,0,0
2017-02-25 03:00,0.678,0.060,0,0
2017-02-25 04:00,0.971,0.056,0,0
2017-02-25 05:00,1.169,0.059,0,0
2017-02-25 06:00,1.236,0.056,0,0
2017-02-25 07:00,1.162,0.082,0,0
2017-02-25 08:00,0.992,0.063,0,0
2017-02-25 09:00,0.807,0.065,0,0
2017-02-25 10:00,0.654,0.056,0,0
2017-02-25 11:00,0.594,0.067,0,0
2017-02-25 12:00,0.637,0.061,0,0
2017-02-25 13:00,0.840,0.051,0,0
2017-02-25 14:00,1.088,0.051,0,0
2017-02-25 15:00,1.357,0.063,0,0
2017-02-25 16:00,1.594,0.079,0,0
2017-02-25 17:00,1.714,0.068,0,0
2017-02-25 18:00,1.630,0.051,0,0
2017-02-25 19:00,1.403,0.052,0,0
2017-02-25 20:00,1.061,0.059,0,0
2017-02-25 21:00,0.672,0.052,0,0
2017-02-25 22:00,0.289,0.044,0,0
2017-02-25 23:00,-0.012,0.036,0,0
2017-02-26 00:00,-0.101,0.036,0,0
2017-02-26 01:00,0.000,0.039,0,0
2017-02-26 02:00,0.243,0.047,0,0
2017-02-26 03:00,0.561,0.051,0,0
2017-02-26 04:00,0.941,0.049,0,0
2017-02-26 05:00,1.185,0.051,0,0
2017-02-26 06:00,1.328,0.043,0,0
2017-02-26 07:00,1.374,0.042,0,0
2017-02-26 08:00,1.219,0.040,0,0
2017-02-26 09:00,0.998,0.043,0,0
2017-02-26 10:00,0.771,0.043,0,0
2017-02-26 11:00,0.607,0.052,0,0
2017-02-26 12:00,0.612,0.047,0,0
2017-02-26 13:00,0.687,0.035,0,0
2017-02-26 14:00,0.896,0.054,0,0
2017-02-26 15:00,1.194,0.035,0,0
2017-02-26 16:00,1.498,0.041,0,0
2017-02-26 17:00,1.724,0.043,0,0
2017-02-26 18:00,1.762,0.043,0,0
2017-02-26 19:00,1.631,0.043,0,0
2017-02-26 20:00,1.356,0.059,0,0
2017-02-26 21:00,0.962,0.056,0,0
2017-02-26 22:00,0.558,0.049,0,0
2017-02-26 23:00,0.220,0.053,0,0
2017-02-27 00:00,0.001,0.046,0,0
2017-02-27 01:00,-0.010,0.050,0,0
2017-02-27 02:00,0.156,0.084,0,0
2017-02-27 03:00,0.484,0.093,0,0
2017-02-27 04:00,0.835,0.071,0,0
2017-02-27 05:00,1.157,0.068,0,0
2017-02-27 06:00,1.413,0.069,0,0
2017-02-27 07:00,1.465,0.061,0,0
2017-02-27 08:00,1.397,0.061,0,0
2017-02-27 09:00,1.199,0.073,0,0
2017-02-27 10:00,0.922,0.080,0,0
2017-02-27 11:00,0.689,0.074,0,0
2017-02-27 12:00,0.534,0.054,0,0
2017-02-27 13:00,0.546,0.068,0,0
2017-02-27 14:00,0.683,0.046,0,0
2017-02-27 15:00,0.926,0.054,0,0
2017-02-27 16:00,1.257,0.063,0,0
2017-02-27 17:00,1.527,0.090,0,0
2017-02-27 18:00,1.680,0.075,0,0
2017-02-27 19:00,1.711,0.058,0,0
2017-02-27 20:00,1.527,0.065,0,0
2017-02-27 21:00,1.235,0.071,0,0
2017-02-27 22:00,0.822,0.086,0,0
2017-02-27 23:00,0.439,0.066,0,0
2017-02-28 00:00,0.177,0.051,0,0
2017-02-28 01:00,0.043,0.064,0,0
2017-02-28 02:00,0.113,0.068,0,0
2017-02-28 03:00,0.346,0.069,0,0
2017-02-28 04:00,0.690,0.077,0,0
2017-02-28 05:00,1.046,0.062,0,0
2017-02-28 06:00,1.347,0.052,0,0
2017-02-28 07:00,1.494,0.060,0,0
2017-02-28 08:00,1.492,0.062,0,0
2017-02-28 09:00,1.331,0.060,0,0
2017-02-28 10:00,1.081,0.054,0,0
2017-02-28 11:00,0.763,0.075,0,0
2017-02-28 12:00,0.535,0.061,0,0
2017-02-28 13:00,0.396,0.052,0,0
2017-02-28 14:00,0.392,0.050,0,0
2017-02-28 15:00,0.576,0.055,0,0
2017-02-28 16:00,0.846,0.059,0,0
2017-02-28 17:00,1.148,0.055,0,0
2017-02-28 18:00,1.389,0.056,0,0
2017-02-28 19:00,1.499,0.060,0,0
2017-02-28 20:00,1.462,0.072,0,0
2017-02-28 21:00,1.294,0.061,0,0
2017-02-28 22:00,0.952,0.049,0,0
2017-02-28 23:00,0.576,0.052,0,0
